date,EBAY,NVDA,YHOO
2012-01-06 00:00:00,30.629998,nan,nan
2012-01-09 00:00:00,30.509999,nan,nan
2012-01-10 00:00:00,31.2,nan,nan
2012-01-11 00:00:00,31.519999,nan,nan
2012-01-12 00:00:00,31.579998,nan,nan
2012-01-13 00:00:00,30.619998,nan,nan
2012-01-17 00:00:00,30.529998,nan,nan
2012-01-18 00:00:00,30.34,nan,nan
2012-01-19 00:00:00,31.509999,nan,nan
2012-01-20 00:00:00,31.929998,nan,nan
2012-01-23 00:00:00,31.989998,nan,nan
2012-01-24 00:00:00,31.95,nan,nan
2012-01-25 00:00:00,31.939998,nan,nan
2012-01-26 00:00:00,31.709999,nan,nan
2012-01-27 00:00:00,31.85,nan,nan
2012-01-30 00:00:00,31.579998,nan,nan
2012-01-31 00:00:00,31.6,nan,nan
2012-02-01 00:00:00,32.2,nan,nan
2012-02-02 00:00:00,32.7,nan,nan
2012-02-03 00:00:00,32.95,nan,nan
2012-02-06 00:00:00,32.639998,nan,nan
2012-02-07 00:00:00,32.869999,nan,nan
2012-02-08 00:00:00,33.05,nan,nan
2012-02-09 00:00:00,33.26,nan,nan
2012-02-10 00:00:00,33.029999,nan,nan
2012-02-13 00:00:00,33.16,nan,nan
2012-02-14 00:00:00,32.96,nan,nan
2012-02-15 00:00:00,33.31,nan,nan
2012-02-16 00:00:00,34.51,nan,nan
2012-02-17 00:00:00,35.059998,nan,nan
2012-02-21 00:00:00,35.139999,nan,nan
2012-02-22 00:00:00,34.67,nan,nan
2012-02-23 00:00:00,36.02,nan,nan
2012-02-24 00:00:00,36.359998,nan,nan
2012-02-27 00:00:00,36.559998,nan,nan
2012-02-28 00:00:00,36.619998,nan,nan
2012-02-29 00:00:00,35.739999,nan,nan
2012-03-01 00:00:00,36.37,nan,nan
2012-03-02 00:00:00,36.249999,nan,nan
2012-03-05 00:00:00,35.72,nan,nan
2012-03-06 00:00:00,35.109998,nan,nan
