time,data_values
2011-05-03 00:00:00,348.200012
2011-05-04 00:00:00,349.570004
2011-05-05 00:00:00,346.749992
2011-05-06 00:00:00,346.660004
2011-05-09 00:00:00,347.599998
2011-05-10 00:00:00,349.450001
2011-05-11 00:00:00,347.23000299999995
2011-05-12 00:00:00,346.569988
2011-05-13 00:00:00,340.499996
2011-05-16 00:00:00,333.299992
2011-05-17 00:00:00,336.140003
2011-05-18 00:00:00,339.869995
2011-05-19 00:00:00,340.53001
2011-05-20 00:00:00,335.220009
2011-05-23 00:00:00,334.39999
2011-05-24 00:00:00,332.190006
2011-05-25 00:00:00,336.779991
2011-05-26 00:00:00,335.000004
2011-05-27 00:00:00,337.409992
2011-05-31 00:00:00,347.82999
2011-06-01 00:00:00,345.509991
2011-06-02 00:00:00,346.099991
2011-06-03 00:00:00,343.44001000000003
2011-06-06 00:00:00,338.03999300000004
2011-06-07 00:00:00,332.039989
2011-06-08 00:00:00,332.239994
2011-06-09 00:00:00,331.48999
2011-06-10 00:00:00,325.900009
2011-06-13 00:00:00,326.599998
2011-06-14 00:00:00,332.439999
2011-06-15 00:00:00,326.749989
2011-06-16 00:00:00,325.159992
2011-06-17 00:00:00,320.259987
2011-06-20 00:00:00,315.320007
2011-06-21 00:00:00,325.299995
2011-06-22 00:00:00,322.61000099999995
2011-06-23 00:00:00,331.230011
2011-06-24 00:00:00,326.350006
2011-06-27 00:00:00,332.039989
2011-06-28 00:00:00,335.26001
2011-06-29 00:00:00,334.040009
2011-06-30 00:00:00,335.670006
2011-07-01 00:00:00,343.26000600000003
2011-07-05 00:00:00,349.43
2011-07-06 00:00:00,351.759987
2011-07-07 00:00:00,357.200005
2011-07-08 00:00:00,359.709995
2011-07-11 00:00:00,354.000011
2011-07-12 00:00:00,353.749992
2011-07-13 00:00:00,358.01999700000005
2011-07-14 00:00:00,357.77000400000003
2011-07-15 00:00:00,364.919994
2011-07-18 00:00:00,373.800011
2011-07-19 00:00:00,376.849987
2011-07-20 00:00:00,386.89999
2011-07-21 00:00:00,387.290012
2011-07-22 00:00:00,393.300003
2011-07-25 00:00:00,398.499989
2011-07-26 00:00:00,403.410007
2011-07-27 00:00:00,392.59
2011-07-28 00:00:00,391.819996
2011-07-29 00:00:00,390.479992
2011-08-01 00:00:00,396.749989
2011-08-02 00:00:00,388.909996
2011-08-03 00:00:00,392.57
2011-08-04 00:00:00,377.369999
2011-08-05 00:00:00,373.620007
2011-08-08 00:00:00,353.210007
2011-08-09 00:00:00,374.010002
2011-08-10 00:00:00,363.690006
2011-08-11 00:00:00,373.700008
2011-08-12 00:00:00,376.98999
2011-08-15 00:00:00,383.410004
2011-08-16 00:00:00,380.480003
2011-08-17 00:00:00,380.440002
2011-08-18 00:00:00,366.050007
2011-08-19 00:00:00,356.029991
2011-08-22 00:00:00,356.43998700000003
2011-08-23 00:00:00,373.600006
2011-08-24 00:00:00,376.180012
2011-08-25 00:00:00,373.720009
2011-08-26 00:00:00,383.579994
2011-08-29 00:00:00,389.969994
2011-08-30 00:00:00,389.989994
2011-08-31 00:00:00,384.830009
2011-09-01 00:00:00,381.030003
2011-09-02 00:00:00,374.050003
2011-09-06 00:00:00,379.740013
2011-09-07 00:00:00,383.929989
2011-09-08 00:00:00,384.140007
2011-09-09 00:00:00,377.479988
2011-09-12 00:00:00,379.939991
2011-09-13 00:00:00,384.619991
2011-09-14 00:00:00,389.299992
2011-09-15 00:00:00,392.959995
2011-09-16 00:00:00,400.500008
2011-09-19 00:00:00,411.630009
2011-09-20 00:00:00,413.449997
2011-09-21 00:00:00,412.140007
2011-09-22 00:00:00,401.820011
2011-09-23 00:00:00,404.299988
2011-09-26 00:00:00,403.170002
2011-09-27 00:00:00,399.260006
2011-09-28 00:00:00,397.009995
2011-09-29 00:00:00,390.570007
2011-09-30 00:00:00,381.319996
2011-10-03 00:00:00,374.600002
2011-10-04 00:00:00,372.500008
2011-10-05 00:00:00,378.249992
2011-10-06 00:00:00,377.369999
2011-10-07 00:00:00,369.799999
2011-10-10 00:00:00,388.809994
2011-10-11 00:00:00,400.289989
2011-10-12 00:00:00,402.190006
2011-10-13 00:00:00,408.429989
2011-10-14 00:00:00,421.999992
2011-10-17 00:00:00,419.990013
2011-10-18 00:00:00,422.23999800000007
2011-10-19 00:00:00,398.619991
2011-10-20 00:00:00,395.310009
2011-10-21 00:00:00,392.870007
2011-10-24 00:00:00,405.770008
2011-10-25 00:00:00,397.770012
2011-10-26 00:00:00,400.60001
2011-10-27 00:00:00,404.69001
2011-10-28 00:00:00,404.949989
2011-10-31 00:00:00,404.779999
2011-11-01 00:00:00,396.51001
2011-11-02 00:00:00,397.410004
2011-11-03 00:00:00,403.07
2011-11-04 00:00:00,400.240002
2011-11-07 00:00:00,399.730003
2011-11-08 00:00:00,406.229992
2011-11-09 00:00:00,395.279995
2011-11-10 00:00:00,385.220005
2011-11-11 00:00:00,384.619991
2011-11-14 00:00:00,379.260002
2011-11-15 00:00:00,388.829994
2011-11-16 00:00:00,384.770008
2011-11-17 00:00:00,377.41
2011-11-18 00:00:00,374.94001
2011-11-21 00:00:00,369.009995
2011-11-22 00:00:00,376.510006
2011-11-23 00:00:00,366.990002
2011-11-25 00:00:00,363.570004
2011-11-28 00:00:00,376.12001
2011-11-29 00:00:00,373.199997
2011-11-30 00:00:00,382.199989
2011-12-01 00:00:00,387.93
2011-12-02 00:00:00,389.700001
2011-12-05 00:00:00,393.01001
2011-12-06 00:00:00,390.949989
2011-12-07 00:00:00,389.09
2011-12-08 00:00:00,390.659996
2011-12-09 00:00:00,393.62001
2011-12-12 00:00:00,391.839996
2011-12-13 00:00:00,388.809994
2011-12-14 00:00:00,380.19001
2011-12-15 00:00:00,378.939995
2011-12-16 00:00:00,381.019989
2011-12-19 00:00:00,382.210003
2011-12-20 00:00:00,395.949997
2011-12-21 00:00:00,396.450008
2011-12-22 00:00:00,398.550003
2011-12-23 00:00:00,403.330006
2011-12-27 00:00:00,406.529999
2011-12-28 00:00:00,402.640003
2011-12-29 00:00:00,405.120007
2011-12-30 00:00:00,405.000004
2012-01-03 00:00:00,411.23
2012-01-04 00:00:00,413.44001
2012-01-05 00:00:00,418.029995
2012-01-06 00:00:00,422.400002
2012-01-09 00:00:00,421.73
2012-01-10 00:00:00,423.239994
2012-01-11 00:00:00,422.549992
2012-01-12 00:00:00,421.389992
2012-01-13 00:00:00,419.810009
2012-01-17 00:00:00,424.700001
2012-01-18 00:00:00,429.110008
2012-01-19 00:00:00,427.750004
2012-01-20 00:00:00,420.3000070000001
