CountryCode,CityName,Pop2017,Latitude,Longitude
GT,Chahal,5100,15.75,89.5667
GT,Chajul,11416,15.4853,91.0342
GT,Champerico,7602,14.3,91.9167
GT,Chiantla,8290,15.3547,91.4583
GT,Chicacao,20006,14.5333,91.3167
GT,Chicaman,2046,15.4,90.7667
GT,Chiche,2357,15.0086,91.065
GT,Chichicastenango,77861,14.9333,91.1167
GT,Chimaltenango,80680,14.6686,90.8167
GT,Chinautla,94508,14.7083,90.4994
GT,Chinique,2637,15.0447,91.0258
GT,Chiquimula,40669,14.8,89.55
GT,Chiquimulilla,12578,14.0858,90.3767
GT,Chisec,12038,15.8167,90.2833
GT,Chuarrancho,7001,14.8217,90.5086
GT,Ciudad Vieja,29584,14.5264,90.7597
GT,Coban,46726,15.4833,90.3667
GT,Colomba,18722,14.7167,91.7333
GT,Colotenango,1656,15.4167,91.7167
GT,Comalapa,20311,14.7411,90.8875
GT,Comapa,1462,14.1167,89.9167
GT,Comitancillo,19203,15.0833,91.7167
GT,Concepcion,8741,15.6167,91.6833
GT,Concepcion Chiquirichapa,7914,14.85,91.6167
GT,Concepcion Tutuapa,1147,15.2833,91.7833
GT,Conguaco,3345,14.0442,90.0311
GT,Cubulco,10073,15.1333,90.5833
GT,Cuilapa,16484,14.2764,90.3003
GT,Cuilco,1677,15.4,91.9667
GT,Cunen,8227,15.3375,91.0269
GT,Cuyotenango,10602,14.5333,91.5667
GT,Dolores,10385,16.5142,89.4158
GT,El Adelanto,1923,14.1667,89.8333
GT,El Asintal,6018,14.6,91.7333
GT,El Chol,2480,14.9642,90.4806
GT,El Estor,15516,15.5333,89.35
GT,El Jicaro,4155,14.8667,90.2667
GT,El Palmar,14828,14.65,91.5833
GT,El Progreso,7199,14.35,89.85
GT,El Quetzal,11853,14.7667,91.8167
GT,El Rodeo,1849,14.9167,91.9667
GT,El Tejar,15445,14.6478,90.7928
GT,El Tumbador,7406,14.8667,91.9333
GT,Escuintla,101047,14.305,90.785
GT,Esquipulas,20249,14.5667,89.35
GT,Esquipulas Palo Gordo,1502,14.9333,91.8167
GT,Estanzuela,8753,15,89.5667
GT,Flores,20002,16.9333,89.8833
GT,Flores Costa Cuca,11716,14.65,91.8167
GT,Fraijanes,27852,14.4653,90.4408
GT,Genova,3667,14.6167,91.8333
GT,Granados,1120,14.9136,90.5228
GT,Gualan,18957,15.1333,89.3667
GT,Guanagazapa,2784,14.2253,90.6433
GT,Guastatoya,13190,14.8539,90.0647
GT,Guatemala,973208,14.6211,90.5269
GT,Guatemala City,973208,14.6211,90.5269
GT,Guazacapan,6935,14.0742,90.4167
GT,Huehuetenango,77797,15.3197,91.4708
GT,Huitan,9737,15.1,91.6167
GT,Huite,2656,14.9333,89.7167
GT,Ipala,5174,14.6167,89.6167
GT,Ixchiguan,2217,15.2,91.8833
GT,Ixtahuacan,3631,15.4167,91.7667
GT,Iztapa,3937,13.9333,90.7075
GT,Jacaltenango,33384,15.6667,91.7333
GT,Jalapa,44896,14.6333,89.9833
GT,Jalpatagua,10254,14.1417,90.0086
GT,Jerez,4330,14.1,89.75
GT,Jocotan,4829,14.8167,89.3833
GT,Jocotenango,17550,14.5819,90.7436
GT,Joyabaj,12893,14.995,90.8061
GT,Jutiapa,33626,14.2833,89.9
GT,La Democracia,5366,14.2308,90.9472
GT,La Esperanza,16095,14.8667,91.5667
GT,La Gomera,23460,14.0833,91.05
GT,La Libertad,6307,15.5,91.8333
GT,La Reforma,4804,14.8,91.8167
GT,La Union,3606,14.9667,89.2833
GT,Lanquin,1949,15.5667,89.9667
GT,Livingston,14056,15.8333,88.75
GT,Los Amates,3347,15.2667,89.1
GT,Magdalena Milpas Altas,5467,14.5453,90.6753
GT,Malacatan,14616,14.9,92.05
GT,Malacatancito,2078,15.2167,91.5167
GT,Masagua,9818,14.2031,90.8481
GT,Mataquescuintla,7384,14.5292,90.1842
GT,Mazatenango,43225,14.5333,91.5
GT,Melchor De Mencos,11220,17.0686,89.1522
GT,Mixco,460576,14.6333,90.6064
GT,Momostenango,31088,15.0436,91.4086
GT,Monjas,10138,14.5,89.8667
GT,Morales,18571,15.4833,88.8167
GT,Morazan,2502,14.9328,90.1431
GT,Moyuta,7978,14.0386,90.0808
GT,Nahuala,27076,14.85,91.3167
GT,Nebaj,22821,15.4058,91.1461
GT,Nenton,2478,15.8,91.75
GT,Nueva Concepcion,10892,14.2,91.3
GT,Nueva Santa Rosa,9922,14.3811,90.2761
GT,Nuevo Progreso,7947,14.8,91.9167
GT,Nuevo San Carlos,18681,14.6,91.7
GT,Ocos,9252,14.5094,92.1933
GT,Olintepeque,28239,14.8833,91.5167
GT,Olopa,1655,14.6833,89.35
GT,Oratorio,9946,14.2281,90.1758
GT,Ostuncalco,28301,14.8667,91.6167
GT,Pachalum,2295,14.9247,90.6628
GT,Pajapita,7996,14.7167,92.0333
GT,Palencia,18192,14.6647,90.3586
GT,Palestina De Los Altos,1657,14.9333,91.7
GT,Palin,30684,14.4056,90.6983
GT,Panajachel,12599,14.7333,91.15
GT,Panzos,18302,15.4,89.6667
GT,Parramos,9415,14.6078,90.8031
GT,Pasaco,1834,13.9772,90.2064
GT,Pastores,10180,14.5967,90.7547
GT,Patulul,13905,14.4167,91.1667
GT,Patzicia,16155,14.6317,90.9269
GT,Patzite,983,14.9667,91.2167
GT,Patzun,18319,14.6833,91.0167
GT,Petapa,137839,14.5028,90.5517
GT,Pochuta,3799,14.55,91.0833
GT,Poptun,16963,16.3311,89.4169
GT,Pueblo Nuevo,3051,14.65,91.5333
GT,Pueblo Nuevo Vinas,4125,14.2258,90.4742
GT,Puerto Barrios,55445,15.7167,88.6
GT,Purulha,5606,15.2667,90.2
GT,Quetzaltenango,132231,14.8333,91.5167
GT,Quezada,2203,14.2703,90.0403
GT,Quezaltepeque,4041,14.6333,89.45
GT,Rabinal,12641,15.1,90.45
GT,Retalhuleu,35903,14.5333,91.6833
GT,Rio Blanco,812,15.0333,91.6833
GT,Rio Bravo,7412,14.4,91.3167
GT,Rio Hondo,5874,15.0667,89.5833
GT,Sacapulas,11839,15.2867,91.0872
GT,Salama,22247,15.1,90.2667
GT,Salcaja,11720,14.8833,91.45
GT,Samayac,8809,14.5833,91.4667
GT,San Agustin Acasaguastlan,10123,14.95,89.9667
GT,San Andres,7086,16.9667,89.9167
GT,San Andres Itzapa,18263,14.62,90.8442
GT,San Andres Sajcabaja,1947,15.2167,90.9167
GT,San Andres Semetabaj,2552,14.75,91.1333
GT,San Andres Villa Seca,4988,14.5667,91.5833
GT,San Andres Xecul,11884,14.9,91.4833
GT,San Antonio Aguas Calientes,7650,14.5397,90.7694
GT,San Antonio Huista,5553,15.65,91.7667
GT,San Antonio Ilotenango,1979,15.0547,91.2297
GT,San Antonio Palopo,3514,14.7,91.1167
GT,San Antonio Sacatepequez,1623,14.9667,91.7333
GT,San Antonio Suchitepequez,10726,14.5333,91.4167
GT,San Bartolo,1264,15.0844,91.4558
GT,San Bartolome Jocotenango,1586,15.1928,91.0772
GT,San Bartolome Milpas Altas,6132,14.6061,90.68
GT,San Benito,30131,16.9167,89.9
GT,San Bernardino,5388,14.5333,91.45
GT,San Carlos Sija,6691,14.9833,91.55
GT,San Cristobal Acasaguastlan,2127,14.9167,89.8833
GT,San Cristobal Cucho,8948,14.9,91.7833
GT,San Cristobal Totonicapan,4104,14.9167,91.4333
GT,San Cristobal Verapaz,18748,15.3833,90.4
GT,San Diego,546,14.7833,89.7833
GT,San Felipe,8737,14.6167,91.6
GT,San Francisco,3873,16.8,89.9333
GT,San Francisco El Alto,53226,14.95,91.45
GT,San Francisco Zapotitlan,13544,14.5833,91.5167
GT,San Gabriel,4033,14.5167,91.5167
GT,San Gaspar Ixchil,540,15.3833,91.7167
GT,San Jacinto,1488,14.6667,89.5
GT,San Jeronimo,8317,15.05,90.2
GT,San Jose,18270,13.9256,90.8244
GT,San Jose Acatempa,6236,14.2653,90.1269
GT,San Jose Chacaya,820,14.7667,91.2167
GT,San Jose Del Golfo,4807,14.7628,90.3764
GT,San Jose El Idolo,2362,14.45,91.4167
GT,San Jose Ojetenan,1243,15.2167,91.9667
GT,San Jose Pinula,46188,14.5461,90.4114
GT,San Jose Poaquil,5864,14.8197,90.9064
GT,San Juan Atitan,1870,15.4333,91.6333
GT,San Juan Bautista,2625,14.4167,91.1833
GT,San Juan Chamelco,11389,15.4333,90.3333
GT,San Juan Cotzal,10818,15.4342,91.0342
GT,San Juan Ermita,1590,14.7667,89.4333
GT,San Juan Ixcoy,2483,15.5997,91.4453
GT,San Juan Sacatepequez,133613,14.7189,90.6442
GT,San Juan Tecuaco,2164,14.0822,90.2611
GT,San Lorenzo,925,15.0333,91.7333
GT,San Lucas Sacatepequez,17590,14.6097,90.6569
GT,San Lucas Toliman,14246,14.6333,91.1333
GT,San Luis,6636,16.1989,89.4403
GT,San Luis Jilotepeque,10094,14.65,89.7333
GT,San Manuel Chaparron,2570,14.5167,89.7667
GT,San Marcos,24573,14.9667,91.8
GT,San Martin Jilotepeque,9643,14.7878,90.7925
GT,San Martin Sacatepequez,3582,14.8167,91.65
GT,San Martin Zapotitlan,4328,14.6,91.6
GT,San Mateo,5421,14.8667,91.5833
GT,San Mateo Ixtatan,12942,15.8319,91.4781
GT,San Miguel Acatan,2716,15.7,91.6167
GT,San Miguel Chicaj,12708,15.1,90.4
GT,San Miguel Duenas,8251,14.5239,90.7983
GT,San Miguel Ixtahuacan,3587,15.25,91.75
GT,San Miguel Panan,1983,14.5333,91.3667
GT,San Miguel Siguila,7384,14.9,91.6167
GT,San Pablo,13340,14.9333,92
GT,San Pablo Jocopilas,19774,14.5833,91.45
GT,San Pedro Ayampuc,45755,14.7867,90.4511
GT,San Pedro Carcha,12941,15.4833,90.2667
GT,San Pedro Jocopilas,1019,15.0944,91.1514
GT,San Pedro Necta,3481,15.5,91.7667
GT,San Pedro Pinula,3235,14.6667,89.85
GT,San Pedro Sacatepequez,14020,14.6842,90.6442
GT,San Rafael Petzal,1494,15.4167,91.6667
GT,San Raymundo,8510,14.7647,90.5956
GT,San Sebastian,14519,14.5667,91.65
GT,San Sebastian Coatan,784,15.7333,91.5667
GT,San Sebastian Huehuetenango,1284,15.3833,91.5833
GT,San Vicente Pacaya,7014,14.4161,90.6392
GT,Sanarate,15517,14.795,90.1922
GT,Sansare,3714,14.7472,90.1125
GT,Santa Ana,9309,16.8,89.8333
GT,Santa Ana Huista,1963,15.6833,91.8167
GT,Santa Apolonia,2346,14.7914,90.9708
GT,Santa Barbara,868,15.3167,91.6167
GT,Santa Catarina Barahona,3148,14.5489,90.7883
GT,Santa Catarina Ixtahuacan,14405,14.8,91.3667
GT,Santa Catarina Mita,10595,14.45,89.75
GT,Santa Catarina Palopo,2887,14.7167,91.1333
GT,Santa Catarina Pinula,66351,14.5689,90.4953
GT,Santa Cruz Balanya,7664,14.6872,90.915
GT,Santa Cruz Del Quiche,23131,15.0306,91.1489
GT,Santa Cruz Mulua,2650,14.5833,91.6167
GT,Santa Cruz Naranjo,6126,14.3881,90.3697
GT,Santa Cruz Verapaz,5656,15.3667,90.4333
GT,Santa Eulalia,4820,15.7331,91.4569
GT,Santa Lucia Cotzumalguapa,60821,14.3333,91.0167
GT,Santa Lucia Milpas Altas,12711,14.5758,90.6786
GT,Santa Lucia Utatlan,1278,14.7667,91.2667
GT,Santa Maria Chiquimula,6837,15.0303,91.3292
GT,Santa Maria De Jesus,15210,14.5183,90.7267
GT,Santa Maria Ixhuatan,3559,14.19,90.2747
GT,Santa Maria Visitacion,1456,14.7167,91.3167
GT,Santa Rosa De Lima,5861,14.3881,90.2956
GT,Santiago Atitlan,32625,14.6333,91.2333
GT,Santiago Chimaltenango,2958,15.4667,91.7167
GT,Santiago Sacatepequez,23713,14.6353,90.6764
GT,Santo Domingo Suchitepequez,6141,14.4667,91.4833
GT,Santo Domingo Xenacoj,8610,14.6778,90.6978
GT,Sayaxche,8913,16.5167,90.1667
GT,Senahu,5378,15.4,89.8333
GT,Sibilia,1155,15,91.6167
GT,Sibinal,1623,15.1333,92.05
GT,Sipacapa,647,15.2,91.6667
GT,Siquinala,12881,14.3061,90.965
GT,Solola,44443,14.7667,91.1833
GT,Soloma,10692,15.7167,91.45
GT,Sumpango,20454,14.6464,90.7339
GT,Tacana,6305,15.2333,92.0833
GT,Tactic,8723,15.3333,90.3
GT,Tajumulco,4226,15.0833,91.8833
GT,Tamahu,1078,15.3333,90.1667
GT,Taxisco,6384,14.0708,90.4631
GT,Tecpan Guatemala,21526,14.7669,90.9942
GT,Tectitan,728,15.3333,92.0333
GT,Teculutan,6275,14.9833,89.7167
GT,Tejutla,2599,15.1167,91.8
GT,Tiquisate,17814,14.2833,91.3667
GT,Todos Santos Cuchumatan,3221,15.5167,91.6167
GT,Totonicapan,68213,14.9167,91.3667
GT,Tucuru,3961,15.3,90.0667
GT,Uspantan,4617,15.3833,90.8333
GT,Usumatlan,4884,14.95,89.7833
GT,Villa Canales,119084,14.4814,90.5317
GT,Villa Nueva,397158,14.5269,90.5875
GT,Yepocapa,8777,14.5042,90.9569
GT,Yupiltepeque,2966,14.2,89.7833
GT,Zacapa,35349,14.9667,89.5333
GT,Zacualpa,9050,15.0833,90.8333
GT,Zapotitlan,1583,14.1333,89.8333
GT,Zaragoza,9168,14.6544,90.8894
GT,Zunil,9780,14.7833,91.4833
GT,Zunilito,2688,14.6167,91.5167
GU,Hagatna,1051,13.4792,144.75
GW,Bafata,22521,12.1667,14.6667
GW,Bissau,388094,11.85,15.5833
GW,Bissora,12688,12.04,15.4281
GW,Bolama,10769,11.5833,15.4667
GW,Buba,7779,11.5833,15
GW,Bubaque,9941,11.2833,15.8333
GW,Cacheu,10490,12.2706,16.1658
GW,Canchungo,6853,12.0672,16.0333
GW,Catio,9898,11.2833,15.25
GW,Farim,6792,12.4839,15.2217
GW,Fulacunda,1327,11.7667,15.1667
GW,Gabu,14430,12.2833,14.2167
GW,Mansoa,7821,12.0733,15.3189
GW,Quebo,7072,11.3333,14.9333
GY,Bartica,11159,6.4,58.6167
GY,Fort Wellington,2253,6.4,57.6
GY,Georgetown,235017,6.8,58.1667
GY,Ituni,4567,5.53333,58.25
GY,Lethem,716,3.38333,59.8
GY,Linden,44690,6,58.3
GY,Mabaruma,717,8.2,59.7833
GY,Mahaicony,2130,6.55,57.8
GY,New Amsterdam,35039,6.25,57.5167
GY,Rosignol,5782,6.28333,57.5333
GY,Skeldon,5859,5.88333,57.1333
GY,Vreed En Hoop,3073,6.8,58.1833
HK,Hong Kong,7448900,22.2864,114.149
HN,Achiotal,1210,14.0833,88.75
HN,Agalteca,1029,14.45,87.2667
HN,Agua Azul Rancho,1043,14.9,87.95
HN,Agua Azul Sierra,1079,14.9167,87.9667
HN,Agua Blanca Sur,7592,15.25,87.8833
HN,Agua Caliente,1075,14.8833,88.8167
HN,Agua Caliente De Linaca,973,13.4353,87.2317
HN,Agua Dulcita,1017,14.7,87.75
HN,Agua Fria,3196,13.45,87.55
HN,Agualote,1759,15.3353,88.5531
HN,Aguas Del Padre,1104,14.5667,87.8833
HN,Ahuas,1505,15.4833,84.3333
HN,Ajuterique,5354,14.3833,87.7
HN,Alubaren,983,13.7961,87.4689
HN,Amapala,2137,13.2922,87.6539
HN,Antigua Ocotepeque,1862,14.4,89.2
HN,Apacilagua,1251,13.4781,87.0756
HN,Arada,2913,14.85,88.3
HN,Aramecina,1071,13.75,87.7167
HN,Arauli,1160,13.95,86.55
HN,Arenal,1722,15.35,86.8333
HN,Arimis,1817,14.7833,86
HN,Arizona,4444,15.6333,87.3167
HN,Armenia,1488,15.4667,86.3667
HN,Armenta,2989,15.5,88.05
HN,Atenas De San Cristobal,1783,15.6833,87.3167
HN,Atima,1703,14.9333,88.4833
HN,Auka,1254,14.9333,83.8333
HN,Ayapa,1559,15.1,87.15
HN,Azacualpa,966,14.2167,88.45
HN,Balsamo Oriental,1465,15.4833,86.3333
HN,Baracoa,9202,15.7667,87.85
HN,Barra Patuca,2759,15.8,84.2833
HN,Bejuco,1276,15.1333,87.9333
HN,Belen Gualcho,2359,14.4833,88.8
HN,Berlin,1050,14.8333,88.5
HN,Bonito Oriental,3732,15.7333,85.7333
HN,Brus Laguna,4067,15.75,84.4833
HN,Buenos Aires,979,15.4833,88.1833
HN,Callejones,1033,15.1667,88.65
HN,Camalote,1319,15.3333,88.3333
HN,Camasca,1150,14,88.3833
HN,Campamento,6560,14.55,86.65
HN,Canaveral,2137,14.9833,88.0167
HN,Cane,2190,14.2833,87.6667
HN,Carbajales,1102,15.5167,86.35
HN,Casa Quemada,3036,15.1167,88.0833
HN,Catacamas,33052,14.8,85.9
HN,Cedeno,1503,13.1728,87.4317
HN,Cedros,1041,14.6,87.1167
HN,Ceguaca,1239,14.8,88.2
HN,Cerro Blanco,1169,14.6667,87.7833
HN,Cerro Grande,1093,13.8167,87.25
HN,Chalmeca,2008,15.1,88.6833
HN,Chiquila,983,15.2333,88.5833
HN,Chirinos,921,15.4,86.5833
HN,Chivana,1018,15.75,87.9833
HN,Choloma,139117,15.6167,87.95
HN,Choluteca,75880,13.3003,87.1908
HN,Chotepe,1564,15.4167,87.9833
HN,Cofradia,20353,15.4,88.15
HN,Cololaca,1014,14.3,88.8833
HN,Comayagua,58791,14.45,87.6333
HN,Concepcion De Guasistagua,1470,14.6,87.65
HN,Concepcion De Maria,923,13.2167,87
HN,Concepcion Del Norte,946,15.1667,88.1333
HN,Concepcion Del Sur,1049,14.8,88.1667
HN,Concordia,1272,14.6167,86.65
HN,Copan,6337,14.8333,89.15
HN,Corinto,954,15.5833,88.3667
HN,Corocito,2855,15.75,85.7833
HN,Corozal,2261,15.8,86.7167
HN,Corquin,4753,14.5667,88.8667
HN,Correderos,1162,15.4167,88.45
HN,Coyoles,949,15.4667,86.6833
HN,Coyoles Central,1144,15.4,86.6667
HN,Cubulero,1286,13.4833,87.6833
HN,Cucuyagua,2939,14.65,88.8667
HN,Cusuna,1441,15.85,85.2333
HN,Cuyali,1572,13.8833,86.55
HN,Cuyamel,5022,15.6667,88.2
HN,Danli,44805,14.0333,86.5833
HN,Dolores,1107,14.8667,88.8333
HN,Dulce Nombre,3590,14.85,88.8333
HN,Dulce Nombre De Culmi,2091,15.1,85.5333
HN,Duyure,1164,13.6333,86.8167
HN,El Balsamo,1741,15.0667,87.4667
HN,El Benque,1101,14.0333,86.4667
HN,El Buen Pastor,942,14.8667,87.65
HN,El Caimito,832,13.4464,87.475
HN,El Chichicaste,1671,14.0667,86.3
HN,El Chimbo,1145,14.1333,87.1167
HN,El Ciruelo,2980,15.3,88.5
HN,El Corozal,1039,15.0667,88.6167
HN,El Corpus,1199,13.2889,87.0347
HN,El Derrumbo,929,14.75,88.7833
HN,El Durazno,923,14.1333,87.2667
HN,El Eden,954,14.95,88.0167
HN,El Ermitano,947,15.25,88.6833
HN,El Escanito,1184,14.6667,87.1
HN,El Escano De Tepale,1026,14.75,87.0667
HN,El Granzal,876,14.4,88.8667
HN,El Guante,1082,14.55,87.1
HN,El Guantillo,1223,14.6,87.3
HN,El Guapinol,1817,13.7667,87.4667
HN,El Guayabito,1404,14.8333,86.0333
HN,El Guayabo,889,13.4894,87.4439
HN,El Higuero,1052,14.5667,87.7167
HN,El Juncal,1286,15.45,86.4333
HN,El Llano,1923,15.15,87.8833
HN,El Lolo,1438,14.1167,87.2667
HN,El Maranon,1836,15.4,88.05
HN,El Milagro,1916,15.4,87.9667
HN,El Mochito,1950,14.8667,88.0833
HN,El Negrito,9304,15.3167,87.7
HN,El Nispero,2474,14.7667,88.3333
HN,El Obraje,1172,13.1542,87.1308
HN,El Ocote,1908,15.4167,86.5667
HN,El Ocoton,1038,15.0333,88.8833
HN,El Olivar,1279,15.0833,87.8833
HN,El Paraiso,18782,13.8667,86.55
HN,El Pedernal,1648,14.7,87.1167
HN,El Perico,957,13.1389,87.0322
HN,El Pescadero,909,13.9333,86.55
HN,El Pino,3004,15.7,86.9333
HN,El Plan,2176,15.2833,87.9667
HN,El Porvenir,2940,15.8333,87.9333
HN,El Progreso,100821,15.4,87.8
HN,El Puente,1325,13.2833,87.1167
HN,El Rancho,1101,15.6667,87.95
HN,El Rincon,1522,14.5833,87.9333
HN,El Rodeo,893,14.2833,86.6
HN,El Rosario,2575,14.5833,87.7333
HN,El Rusio,1016,14.4667,86.3667
HN,El Sauce,1389,14.4,87.7833
HN,El Socorro,1092,14.6333,87.9167
HN,El Suyatal,2027,14.5167,87.2167
HN,El Tablon,1121,14.0333,87.1667
HN,El Terrero,1087,14.0667,87.0667
HN,El Tigre,1435,14.9333,87.9833
HN,El Tizatillo,798,13.9994,87.195
HN,El Transito,1025,14.3833,88.9167
HN,El Triunfo,7183,13.1167,87
HN,El Tular,1927,13.45,87.5167
HN,El Zapote,970,15.0167,87.85
HN,Elixir,3079,15.4833,86.3
HN,Erandique,1882,14.2333,88.4667
HN,Esparta,1115,15.7167,87.2
HN,Esquias,1339,14.7333,87.3667
HN,Flores,3018,14.2833,87.5667
HN,Florida,5340,15.0333,88.8333
HN,Francia,1331,15.85,85.5833
HN,French Harbor,2698,16.35,86.4333
HN,Goascoran,1350,13.5833,87.6167
HN,Gracias,7910,14.5833,88.5833
HN,Guacamaya,1250,15.0167,88.15
HN,Guaimaca,12901,14.5333,86.8167
HN,Gualaco,3601,15.05,86.05
HN,Gualjoco,1432,14.95,88.2333
HN,Guanaja,1942,16.4,85.9
HN,Guarizama,1300,14.9167,86.3333
HN,Guata,1217,15.0833,86.3833
HN,Guatemalita,950,14.1167,88.6167
HN,Guayape,1703,14.7167,86.8333
HN,Guaymitas,2321,15.5,87.7167
HN,Guinope,2716,13.8833,86.9333
HN,Hicaque,903,15.6667,87.3833
HN,Ilama,1811,15.0667,88.2167
HN,Intibuca,13743,14.3167,88.1667
HN,Iralaya,1520,15,83.2333
HN,Jacaleapa,2578,14.0167,86.6667
HN,Jamalteca,1107,14.7,87.5833
HN,Jardines,953,14.7,87.9833
HN,Jerico,2364,15.95,85.9667
HN,Jesus De Otoro,6988,14.4833,87.9833
HN,Jicaro Galan,1370,13.5317,87.4389
HN,Jiquinlaca,1248,14,88.35
HN,Jocon,1731,15.2833,86.9667
HN,Joconal,1206,15.3544,88.6356
HN,Jutiapa,2815,15.7667,86.5167
HN,Juticalpa,33690,14.65,86.2
HN,Jutiquile,3585,14.7167,86.0833
HN,La Brea,1055,15.8,85.9667
HN,La Bueso,1139,15.5833,87.8833
HN,La Campana,2268,13.8833,87.4
HN,La Ceiba,130230,15.7833,86.8
HN,La Colorada,979,15.6167,86.8167
HN,La Concepcion,1985,14.7,86.2333
HN,La Criba,1001,13.4536,87.4133
HN,La Curva,981,15.8,85.7667
HN,La Empalizada,933,14.65,86.1333
HN,La Encarnacion,1484,14.6667,89.0833
HN,La Entrada,14705,15.05,88.7333
HN,La Ermita,2495,14.4167,87.1
HN,La Esperanza,985,15.4167,88.1833
HN,La Estancia,1508,15.05,86.35
HN,La Flecha,2136,15.2833,88.4833
HN,La Florida,899,14.0167,87.9667
HN,La Guacamaya,2525,15.25,87.8
HN,La Guama,1242,14.8833,87.9333
HN,La Jigua,971,15.0333,88.8
HN,La Jutosa,4183,15.6333,88
HN,La Labor,1416,14.4833,89
HN,La Laguna Del Pedernal,888,14.8167,88.5667
HN,La Libertad,4673,14.45,87.45
HN,La Lima,45962,15.4333,87.9167
HN,La Masica,4022,15.6167,87.1167
HN,La Mina,2690,15.3167,87.8333
HN,La Paz,17557,14.3167,87.6833
HN,La Playona,1285,15.1167,88.9833
HN,La Reina,954,15.1167,88.6333
HN,La Rosa,1552,15.0667,87.1667
HN,La Sabana,1524,15.3667,87.9333
HN,La Sarrosa,2188,15.2333,87.8333
HN,La Tajeada,882,13.2525,87.0878
HN,La Trinidad,880,14.7167,87.6667
HN,La Union,3054,14.8167,88.4
HN,La Virtud,1315,14.05,88.7
HN,La Zumbadora,1086,15.0167,88.9
HN,Laguna Seca,1131,14.7,86.1
HN,Laguna Verde,1460,15.2,88.1667
HN,Lagunas,986,14.6167,88.4833
HN,Lamani,1791,14.2,87.6167
HN,Langue,3680,13.6167,87.65
HN,Las Animas,1117,14.25,86.5667
HN,Las Conchas,1084,13.3253,87.3956
HN,Las Delicias,1326,14.7167,87.6167
HN,Las Lajas,3011,14.7833,87.75
HN,Las Mercedes,1000,14.2833,87.5667
HN,Las Tapias,814,14.0667,87.2833
HN,Las Tejeras,1140,14.8,88.6
HN,Las Vegas,7487,14.8667,88.0667
HN,Lejamani,3835,14.3667,87.7
HN,Lepaera,3137,14.7833,88.5833
HN,Lepaterique,2090,14.0667,87.4667
HN,Limon,2434,15.8667,85.5
HN,Liure,1022,13.5358,87.0919
HN,Llano Largo,910,14.45,88.75
HN,Loma Alta,1067,15.3967,88.5597
HN,Lomitas,1552,15.1,87.2167
HN,Los Arroyos,916,14.65,88.8833
HN,Los Caminos,1146,14.95,87.9667
HN,Los Llanitos,1040,13.25,87
HN,Los Naranjos,1684,14.9,88.05
HN,Los Planes,1320,14.05,88.0167
HN,Los Tangos,1424,15.15,88.6833
HN,Lucerna,1452,14.55,88.9333
HN,Macholoa,989,14.9167,88.3
HN,Macuelizo,2867,15.3,88.5333
HN,Magdalena,966,13.8667,88.3
HN,Mandasta,940,13.7333,86.9167
HN,Mangulile,1263,15.0667,86.8
HN,Manto,1098,14.9167,86.3833
HN,Marale,1523,14.8833,87.15
HN,Marcala,10055,14.15,88.0333
HN,Marcovia,1928,13.2881,87.3097
HN,Mata De Platano,1151,14.6,87.2833
HN,Mateo,1021,14.0833,87.3167
HN,Meambar,902,14.7833,87.7667
HN,Mercedes,984,14.3167,88.9833
HN,Mezapa,6324,15.5833,87.65
HN,Minas De Oro,3554,14.8,87.35
HN,Mojiman,1498,15.2667,87.6
HN,Monjaras,6772,13.2006,87.3742
HN,Monterrey,2234,15.5833,87.8833
HN,Morazan,11077,15.3167,87.6
HN,Moroceli,2984,14.1167,86.8667
HN,Morolica,973,13.5667,86.9
HN,Nacaome,13931,13.5361,87.4875
HN,Naco,3966,15.3833,88.1833
HN,Namasigue,1804,13.2047,87.1389
HN,Naranjito,3814,14.95,88.6833
HN,Nombre De Jesus,1250,15.35,86.6833
HN,Nueva Armenia,1392,15.8167,86.5
HN,Nueva Esperanza,2121,15.2667,87.6
HN,Nueva Florida,904,15.4667,87.5
HN,Nueva Granada,939,15.1167,88.1
HN,Nuevo Celilac,950,14.9833,88.3333
HN,Nuevo Chamelecon,2098,15.3833,88.0167
HN,Nuevo Jalapa,1094,14.9167,88.3333
HN,Ocote Paulino,1697,15.4167,87.6
HN,Ocotepeque,8781,14.4333,89.1833
HN,Ojo De Agua,2330,14.0167,86.35
HN,Ojojona,2790,13.9339,87.2958
HN,Ojos De Agua,1146,14.6,87.9333
HN,Olanchito,25972,15.5,86.5667
HN,Omoa,4763,15.7667,88.0333
HN,Orica,2342,14.7,86.95
HN,Orocuina,1655,13.4817,87.105
HN,Oropendolas,1333,15.0167,87.9333
HN,Oropoli,1412,13.8167,86.8167
HN,Ostuman,862,14.8333,89.1667
HN,Palkaka,909,15.3167,83.8667
HN,Palo Pintado,909,14.5167,87.6833
HN,Paptalaya,1227,15.5,84.3167
HN,Paujiles,1244,15.1,87.35
HN,Pena Blanca,3552,15.5333,88.05
HN,Pespire,3172,13.5922,87.3617
HN,Petoa,1067,15.2667,88.2833
HN,Piedras Amarillas,999,15.6833,86.5667
HN,Pimienta,8761,15.2833,87.9667
HN,Pinalejo,3767,15.3833,88.4
HN,Portillo De Gonzalez,958,15.2833,87.6
HN,Potrerillos,1102,15.6333,88.3
HN,Prieta,1103,15.5833,86.1833
HN,Proteccion,2101,15.0333,88.65
