acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.99,['Martin Lindgaarden'],0.378,178974.0,2.9829,0.0369,0.0,0eQZinXiAeZ75SRcJwuweI,0.8959999999999999,3.0,0.101,-25.859,0.0,Montauk,63.0,2018-08-10,0.0369,71.997,0.12,2018.0
0.959,['Novo Amor'],0.514,208653.0,3.47755,0.309,0.0,7CoMBpPTwQi2wPT0U0Nr9b,0.232,9.0,0.0963,-10.623,1.0,State Lines,65.0,2018-10-19,0.031,137.46200000000002,0.152,2018.0
0.975,['Rufi-O' 'Lily Potter'],0.7140000000000001,152920.0,2.5486666666666666,0.131,0.0,2zhPy8zbBf53XgTtkEbnbO,0.904,5.0,0.354,-21.958,1.0,Oblivion,63.0,2018-12-13,0.0556,113.032,0.685,2018.0
0.97,['Matter and Energy'],0.0902,175643.0,2.9273833333333332,0.0445,0.0,531T2IlqucxLsyDPtw6LSv,0.884,1.0,0.0875,-23.641,0.0,Quantum,67.0,2019-06-28,0.0419,77.32600000000002,0.0412,2019.0
0.991,['Francesca Caroléo'],0.136,173500.0,2.8916666666666666,0.0152,0.0,5ptMWCoMxUP5phRKZ5MyBx,0.911,7.0,0.0574,-31.307,1.0,Celandine,68.0,2019-06-14,0.0494,70.955,0.0376,2019.0
0.986,['Spirit Minds'],0.22,207000.0,3.45,0.0514,0.0,0Ycl08JD5MBn28OPznygwz,0.897,7.0,0.129,-25.116,0.0,Spaces,61.0,2019-09-07,0.0445,80.671,0.0358,2019.0
0.996,['Viclo'],0.289,155459.0,2.5909833333333334,0.0221,0.0,0rdOvRimwzjyBHdZ0pR2E7,0.952,2.0,0.101,-27.635,1.0,Dream dependence,66.0,2019-09-12,0.057,137.546,0.0979,2019.0
0.982,['Zen Gaya'],0.155,204448.0,3.4074666666666666,0.0276,0.0,199TOFLcLwoW2knx6OTC0l,0.911,11.0,0.0973,-24.866,1.0,Lost in the Clouds,66.0,2019-03-25,0.0424,69.694,0.122,2019.0
0.99,['Benette'],0.368,161267.0,2.6877833333333334,0.00892,0.0,4UlarjdicLUPbdssOxWbYX,0.911,10.0,0.102,-29.555,1.0,Lily's Cradle,66.0,2019-05-13,0.05,63.639,0.287,2019.0
0.962,['Everlight'],0.16399999999999998,191696.0,3.194933333333333,0.0457,0.0,0Cks68XMF8C89s1zTfFtR2,0.858,1.0,0.101,-27.965,1.0,Sleeping Beauty,61.0,2019-08-12,0.044,130.96,0.0439,2019.0
0.981,['Leerseite'],0.253,177750.0,2.9625,0.117,0.0,2c15DLDKQDhMVWk3CQ2GZ4,0.845,2.0,0.0948,-21.979,1.0,Mind Retreat,62.0,2019-04-29,0.0721,78.36,0.0971,2019.0
0.964,['Primer Dia'],0.198,166901.0,2.7816833333333335,0.125,0.0,3WeYjOyamokKdl3cvQysZq,0.92,0.0,0.112,-22.252,1.0,Skylines,62.0,2019-03-05,0.041,95.653,0.0388,2019.0
0.984,['Frédéric Chopin' 'Idil Biret'],0.301,461000.0,7.683333333333334,0.0552,0.0,4FJJKMXwKerjg6YOZlSvIA,0.907,5.0,0.0641,-22.124,1.0,Ballade No. 2 in F Major Op. 38,43.0,2000-01-21,0.0464,76.012,0.04,2000.0
0.991,['Erik Satie' 'Aldo Ciccolini'],0.588,189027.0,3.1504499999999998,0.025,0.0,7EmWxGbLI9kq4SCl8gokfb,0.8809999999999999,7.0,0.101,-27.829,1.0,Satie: 3 Gymnopédies: No. 1 Lent et douloureux,40.0,2000-02-01,0.0837,81.057,0.598,2000.0
0.988,['Frédéric Chopin' 'Idil Biret'],0.496,149960.0,2.4993333333333334,0.108,0.0,251nfOQOQYMGiAYTgDJyjp,0.836,9.0,0.151,-23.813,1.0,Mazurkas Op. 33: Mazurka No. 23 in D Major Op. 33 No. 2,43.0,2000-01-21,0.0318,96.969,0.368,2000.0
0.96,['Amel Larrieux'],0.387,270760.0,4.512666666666666,0.0908,0.0,6nVWopkV9TK2YR7HZUh8oS,0.0,9.0,0.177,-16.757,1.0,Make Me Whole,36.0,2000-02-02,0.0426,103.322,0.27,2000.0
0.962,['Nicolas de Angelis'],0.392,203400.0,3.39,0.28600000000000003,0.0,0oNyxmkS58UGVd86VcVAOp,0.885,2.0,0.124,-11.222,0.0,Passion,41.0,2001-04-05,0.0372,82.12100000000002,0.336,2001.0
0.979,['Monks Of The Abbey Of Notre Dame'],0.235,104560.0,1.7426666666666668,0.111,0.0,01phCD6Upm5SNe53hTPW9u,0.407,4.0,0.106,-19.789,1.0,Dignus Est Deus,41.0,2001,0.0518,125.48,0.039,2001.0
0.972,['Howard Shore'],0.091,206027.0,3.433783333333333,0.0619,0.0,3wlNmUeoHnM1jcOcXxC6qI,0.912,0.0,0.105,-23.247,1.0,Rivendell,43.0,2001,0.0439,86.93,0.0364,2001.0
0.98,['Norah Jones'],0.413,187760.0,3.1293333333333333,0.0301,0.0,6DoOBnoCZNOzPAsfT4h9Eb,0.000395,0.0,0.0853,-17.425,1.0,The Nearness Of You,40.0,2002-02-22,0.0395,82.771,0.221,2002.0
0.957,['Howard Shore' 'Hilary Summers'],0.0703,276800.0,4.613333333333333,0.0789,0.0,3tEW3BubSpSzJ6GoCT3cV8,0.889,5.0,0.109,-27.029,0.0,Farewell to Lorien,44.0,2002-12-02,0.0495,75.953,0.0313,2002.0
0.987,['Eva Cassidy'],0.524,276427.0,4.607116666666667,0.0528,0.0,4jS6mCmznV5fjTNLf4h61o,0.00057,6.0,0.0849,-14.706,1.0,Imagine,50.0,2002,0.049,129.029,0.28800000000000003,2002.0
0.968,['Sufjan Stevens'],0.417,223893.0,3.73155,0.0715,0.0,4oWTPL6ihHK1JNwDcJ94z4,0.0132,5.0,0.11,-17.39,1.0,Flint (For the Unemployed and Underpaid),41.0,2003-07-01,0.0446,123.119,0.172,2003.0
0.971,['Howard Shore'],0.183,177773.0,2.962883333333333,0.0575,0.0,4aB29POCPX88HgVvwl4xqb,0.985,9.0,0.127,-29.202,1.0,Bilbo's Song,44.0,2003-11-24,0.0492,81.066,0.0361,2003.0
0.974,['The Jive Bombers'],0.373,172733.0,2.8788833333333335,0.29,0.0,2L9ISa8cLoUZMMlY1JEkoE,1.24e-06,5.0,0.0903,-11.722,1.0,Bad Boy,38.0,2003-01-01,0.0413,217.743,0.482,2003.0
0.969,['Mormon Tabernacle Choir' 'Orchestra at Temple Square' 'Craig Jessop'],0.0966,287200.0,4.786666666666666,0.17,0.0,0uC0Deej3lmVqivFFfj0sk,0.843,10.0,0.154,-23.428,1.0,I'm Trying to Be Like Jesus,38.0,2003-05-06,0.0384,89.32799999999996,0.15,2003.0
0.992,['John Williams'],0.259,72680.0,1.2113333333333334,0.0962,0.0,59xohjlL8uhdil8UEMIN76,0.994,2.0,0.0969,-33.463,1.0,The Patronus Light,44.0,2004-05-25,0.0449,66.128,0.0429,2004.0
0.973,['Will Ackerman'],0.342,258400.0,4.306666666666667,0.0505,0.0,10PcJgNwEdMwfBXmj2pYBi,0.877,8.0,0.118,-22.377,1.0,The Bricklayer's Beautiful Daughter,40.0,2004,0.0491,145.936,0.305,2004.0
0.967,['The Shivers'],0.349,211413.0,3.52355,0.262,0.0,5wC5aUCu9gp7kb23I8OECm,0.00017,8.0,0.113,-8.595,0.0,Beauty,42.0,2004-10-15,0.0287,76.892,0.0774,2004.0
0.961,['Fred Mollin'],0.267,216520.0,3.6086666666666667,0.127,0.0,1oigWpHyzcC5grxH1rpW0f,0.838,0.0,0.13699999999999998,-17.499000000000002,1.0,Somewhere Out There - Instrumental,43.0,2005-01-01,0.0339,78.303,0.0722,2005.0
0.983,['Fred Mollin'],0.482,159667.0,2.6611166666666666,0.15,0.0,1zxKIzxF2NUwseAsb5shSG,0.574,5.0,0.0941,-15.454,0.0,Chim Chim Cher-ee - Instrumental,42.0,2005-01-01,0.0333,124.971,0.055,2005.0
0.955,['Johann Baptist Vanhal' 'Toronto Chamber Orchestra' 'Kevin Mallon'],0.317,304813.0,5.080216666666667,0.0123,0.0,3DruXfuowq2uyM9FkTt6A4,0.404,2.0,0.172,-30.127,1.0,Symphony in G Major Bryan G6: II. Andante molto grazioso,43.0,2005-03-01,0.0463,73.514,0.153,2005.0
0.989,['Robert Mirabal'],0.171,239023.0,3.9837166666666666,0.174,0.0,3bzc0xRyNkeXvESUvE2VYr,0.953,3.0,0.105,-21.328000000000007,0.0,Courtship Song,41.0,2005-01-01,0.0409,94.355,0.0684,2005.0
0.979,['Patrick Doyle'],0.101,138627.0,2.3104500000000003,0.124,0.0,1ez8ZmONwGLDsOzqLECDoU,0.953,7.0,0.0729,-17.875999999999994,1.0,Another Year Ends,46.0,2005-11-09,0.0398,75.2,0.0357,2005.0
0.988,['Fred Mollin'],0.516,172120.0,2.868666666666667,0.0803,0.0,5rWi8IzQtoTVNRSDUYEio4,0.8390000000000001,10.0,0.13,-19.782,1.0,Morning Has Broken - Instrumental,43.0,2005-01-01,0.0364,135.938,0.339,2005.0
0.986,['Daniel Johnston'],0.408,311547.0,5.19245,0.316,0.0,5nSXjtRmTY22UHwf2qZOCX,0.231,0.0,0.332,-10.771,1.0,Story Of An Artist,44.0,2006-04-18,0.0416,106.133,0.6709999999999999,2006.0
0.99,['Emile Pandolfi'],0.494,265400.0,4.423333333333333,0.0372,0.0,6r0HePjY5K8WWjHffKL1sG,0.934,7.0,0.0959,-22.287,1.0,Gymnopedie,42.0,2006-03-06,0.0498,93.654,0.244,2006.0
0.952,['Liquid Mind'],0.16699999999999998,445520.0,7.425333333333333,0.11,0.0,5INLKzjb8a6SrwI3xik6DN,0.969,0.0,0.0855,-23.029,1.0,Breathe in Me,39.0,2006-03-14,0.0499,112.601,0.0339,2006.0
0.983,['Ludovico Einaudi'],0.248,193880.0,3.231333333333333,0.00997,0.0,2jNbG2ZVvEi0qqt7ut3dnM,0.867,2.0,0.133,-20.631,0.0,L'origine Nascosta,49.0,2007-04-20,0.0478,85.634,0.141,2007.0
0.954,['Michael Giacchino'],0.16399999999999998,193627.0,3.227116666666667,0.0798,0.0,1XgQtMoo2drLvh0qRHMvJB,0.653,2.0,0.41,-20.671,1.0,Anyone Can Cook,44.0,2007-01-01,0.0414,101.995,0.0398,2007.0
0.995,['Coyote Oldman'],0.121,359560.0,5.992666666666667,0.0174,0.0,1OmnvhVmoct7xBGdm0VTXD,0.968,8.0,0.11,-27.719,1.0,Translucent Shadows,44.0,2008-03-25,0.0421,85.352,0.0393,2008.0
0.959,['Timber Timbre'],0.64,217760.0,3.6293333333333333,0.126,0.0,7yP9PPNZQrq1TE0XNpswJA,0.000786,5.0,0.106,-17.093,1.0,Demon Host,40.0,2009-06-30,0.0369,75.663,0.273,2009.0
0.99,['Frédéric Chopin' 'Elisabeth Leonskaja'],0.402,309640.0,5.160666666666667,0.0208,0.0,2FRnxuLDZ4vSdvER2Xzrv2,0.919,3.0,0.097,-27.294,1.0,Chopin: Nocturne No. 2 in E-Flat Major Op. 9 No. 2,51.0,2009-09-01,0.0449,94.457,0.0862,2009.0
0.993,['Frédéric Chopin' 'Alexandre Tharaud'],0.215,539533.0,8.992216666666668,0.245,0.0,7gXWx5DBR5MfsFBzPm9zSS,0.892,7.0,0.109,-14.514,0.0,Chopin: Ballade No. 1 in G Minor Op. 23,50.0,2009-11-23,0.0426,69.561,0.0397,2009.0
0.957,['Rhyan Zorn'],0.316,189875.0,3.1645833333333333,0.0196,0.0,0y3yFju7xqGgYx6TD0ygau,0.94,8.0,0.113,-17.519000000000002,1.0,Talawanda,52.0,2010-12-06,0.0491,65.794,0.12,2010.0
0.991,['Kundalini: Yoga Meditation Relaxation'],0.2,153157.0,2.5526166666666668,0.00461,0.0,3SrEmZTtPBo5Mzsa7qRsQE,0.942,10.0,0.257,-32.499,1.0,Yoga Meditation and Relaxation,48.0,2010-10-01,0.0372,75.28399999999998,0.239,2010.0
0.963,['J.S. Epperson'],0.165,835169.0,13.919483333333334,0.0436,0.0,3rw3uYUoKicjBxUW7EigtS,0.935,1.0,0.0845,-27.528,1.0,528 Hz D.N.A. Repair,49.0,2010-08-29,0.0498,141.129,0.0381,2010.0
0.979,['Nazareno Aversa'],0.614,213427.0,3.5571166666666665,0.175,0.0,017dbEUVSuGK7YzU8CLb8S,0.923,7.0,0.103,-18.861,1.0,Man In the Mirror,49.0,2010-01-04,0.0474,102.113,0.172,2010.0
0.984,['Keith Jarrett' 'Charlie Haden'],0.38,255227.0,4.253783333333334,0.0377,0.0,6TCEJVBIrm9YysBGEVHFD0,0.935,11.0,0.0974,-22.733,0.0,One Day I'll Fly Away,52.0,2010-05-07,0.0424,75.286,0.114,2010.0
0.958,['Alexi Murdoch'],0.5660000000000001,330067.0,5.501116666666666,0.127,0.0,2Tax7fSPDly9OLIAZRd0Dp,0.916,7.0,0.111,-18.624,1.0,Through The Dark,47.0,2011-03-08,0.0439,123.211,0.189,2011.0
0.994,['Dario Marianelli' 'Jack Liebeck' 'Benjamin Wallfisch'],0.375,58387.0,0.9731166666666666,0.00406,0.0,02BumRY2OTFMkMxrXSVMat,0.908,7.0,0.0842,-31.824,0.0,A Game of Badminton (feat. Jack Liebeck),51.0,2011-03-08,0.0671,139.68200000000002,0.358,2011.0
0.979,['Jake Shimabukuro'],0.511,354226.0,5.903766666666667,0.0912,0.0,1PzD8CQfJbJNRQys7kHqlf,0.868,0.0,0.0745,-16.354,1.0,Bohemian Rhapsody,46.0,2011-01-04,0.0688,148.415,0.273,2011.0
0.952,['George Benson'],0.467,178440.0,2.9739999999999998,0.108,0.0,6VRvhiVLih80IWCTXY8Sxr,1.61e-06,7.0,0.11,-12.753,1.0,Since I Fell For You,45.0,2011-01-01,0.0347,92.82,0.242,2011.0
0.981,['Gillian Welch'],0.627,292160.0,4.8693333333333335,0.18,0.0,3FJ46AfhOr2TyfhVTlK1sj,0.000373,6.0,0.107,-11.696,1.0,Hard Times,43.0,2011-06-28,0.0376,134.247,0.466,2011.0
0.972,['Dave Matthews Band'],0.43,252413.0,4.206883333333334,0.26,0.0,5fCxl609046LL8q6Ib5xaY,0.00477,3.0,0.39,-12.732,1.0,Sweet,43.0,2012-09-11,0.0319,102.27,0.53,2012.0
0.953,['The Growlers'],0.402,215780.0,3.5963333333333334,0.772,0.0,6eJobiVXF5HQN48BX4spZs,0.86,10.0,0.172,-4.578,1.0,Someday,46.0,2013-01-23,0.0394,156.116,0.748,2013.0
0.995,['Tracey Chattaway'],0.752,178456.0,2.9742666666666664,0.0272,0.0,5LopRVLII1pAVeQxm8tNpI,0.966,0.0,0.108,-20.228,1.0,Embers,51.0,2013-10-16,0.0591,135.59,0.115,2013.0
0.967,['Jeremy Soule'],0.0727,229501.0,3.825016666666667,0.0502,0.0,0lIDOHnoe4RJgm6rzowj6x,0.969,10.0,0.0757,-28.81900000000001,1.0,Tundra,50.0,2013-01-31,0.0401,78.152,0.0385,2013.0
0.96,['Craig Armstrong' 'Paul Bateman' 'Royal Philharmonic Orchestra'],0.147,349920.0,5.832,0.0457,0.0,5FOHBhUtWl2x5Z6qflA8nd,0.927,0.0,0.106,-19.188,1.0,Romeo + Juliet (arr. P. Bateman): Romeo and Juliet: The Balcony Scene (arr. P. Bateman for piano and orchestra),51.0,2013-07-02,0.042,138.942,0.0364,2013.0
0.981,['The Neighbourhood'],0.61,191560.0,3.1926666666666668,0.165,0.0,7sDzAu7alAL1hWvL86tSGB,0.000544,8.0,0.134,-14.659,1.0,Sweater Weather - Spotify Sessions Curated by Jim Eno,54.0,2013-06-18,0.0502,102.68,0.258,2013.0
0.994,['Baby Lullaby'],0.706,101042.0,1.6840333333333333,0.0849,0.0,0KIhA8otx6yYsHy1RctxJN,0.906,3.0,0.131,-21.926,1.0,Brahms Lullaby,55.0,2014-10-23,0.0343,94.0,0.417,2014.0
0.956,['Steffany Gretzinger'],0.28300000000000003,244480.0,4.074666666666666,0.0966,0.0,1VNzpN2QspjP5us4nms4De,8.66e-05,9.0,0.0933,-13.534,1.0,Cecie’s Lullaby,49.0,2014-08-25,0.038,92.657,0.132,2014.0
0.988,['Johann Pachelbel' 'Music Lab Collective' 'Valentina Lisitsa'],0.407,288853.0,4.814216666666667,0.122,0.0,1p8Po4X9rWvMOuGR2vhVI2,0.942,2.0,0.113,-17.925,1.0,Canon in D Major P.37,59.0,2015-03-01,0.0427,105.484,0.21600000000000005,2015.0
0.963,['Baby Lullaby Academy'],0.606,118936.0,1.9822666666666668,0.00688,0.0,586k3MTMSuIDdPMMKuGIq3,0.0765,7.0,0.21,-37.972,1.0,Rock a Bye Baby,57.0,2015-11-24,0.0408,79.932,0.339,2015.0
0.969,['Baby Lullaby Academy'],0.221,132284.0,2.204733333333333,0.00169,0.0,3SPCtqHndiHRNZEXAVFNLk,0.0134,4.0,0.0678,-43.82,1.0,Piano Baby Lullabies for Baby Sleep,55.0,2015-11-24,0.0497,75.705,0.229,2015.0
0.994,['Baby Lullaby Academy'],0.669,92709.0,1.54515,0.0143,0.0,1pNQKV0LjUwxpLC1uPxUSt,0.904,3.0,0.117,-32.653,1.0,Hush Little Baby,57.0,2015-11-24,0.033,135.996,0.215,2015.0
0.951,['White Noise Therapy'],0.0,360000.0,6.0,2.03e-05,0.0,3C32S8W8BBBKfHg3qyNX7E,0.873,2.0,0.113,-16.555,1.0,Smooth Sailing,52.0,2015-01-07,0.0,0.0,0.0,2015.0
0.968,['Radiohead'],0.299,384439.0,6.407316666666667,0.263,0.0,1uRxyAup7OYrlh2SHJb80N,0.857,9.0,0.126,-13.207,0.0,Daydreaming,60.0,2016-05-08,0.0323,137.84799999999998,0.113,2016.0
0.994,['Agatha Reilly'],0.33,192353.0,3.2058833333333334,0.005,0.0,4bjXeKnM7jGi4mjNx2kFbY,0.976,5.0,0.109,-34.638000000000005,1.0,Fantasazing,59.0,2016-10-16,0.0499,85.06700000000002,0.0749,2016.0
0.967,['Childish Gambino'],0.606,214080.0,3.568,0.112,0.0,6iGPBcdGv5gVGFZiKAGID5,0.203,1.0,0.0611,-15.055,0.0,The Night Me and Your Mama Met,55.0,2016-12-02,0.0295,134.061,0.11,2016.0
0.976,['Benny Bernstein'],0.243,154246.0,2.5707666666666666,0.123,0.0,5huIzPcRJkbL7UyyzViQPU,0.879,8.0,0.17600000000000002,-20.642,1.0,Conscious Jorney,60.0,2016-12-13,0.0421,111.435,0.0501,2016.0
0.958,['Joseph Vincent'],0.701,171028.0,2.8504666666666667,0.252,0.0,6J9tgHIE8qdy5ulg3c9SwG,1.1e-05,11.0,0.0938,-10.844,1.0,Our First Song,66.0,2016-04-19,0.0477,158.08700000000005,0.723,2016.0
0.991,['Saga Rosen'],0.546,135833.0,2.2638833333333332,0.00574,0.0,2zVBNZ94NII3JmBbvdrPq6,0.9,8.0,0.17,-26.789,1.0,Gentle Waltz,59.0,2016-12-11,0.0397,71.99600000000002,0.386,2016.0
0.996,['Steve Dawson'],0.5710000000000001,115193.0,1.9198833333333334,0.0322,0.0,74RK3VANEjmOCv9v7mV6mV,0.973,11.0,0.107,-27.475,1.0,Brother John,63.0,2017-05-11,0.0656,95.346,0.579,2017.0
0.995,['Bela Nemeth'],0.253,154663.0,2.577716666666667,0.00611,0.0,6gp6sejiJXYU1i6xHPf8hh,0.959,4.0,0.0861,-29.25,1.0,This Moment,63.0,2017-02-07,0.0489,81.02,0.309,2017.0
0.996,['Emma Wiederstahl'],0.748,195918.0,3.2653000000000003,0.045,0.0,03XFziNAcPbc4VuIr4W7Al,0.97,7.0,0.109,-19.795,1.0,Cold Water,61.0,2017-04-26,0.0881,98.449,0.244,2017.0
0.951,['Thomas Sanders'],0.617,203583.0,3.39305,0.39,0.0,3v64IAj0C9myTAtDsUAqR3,5.82e-06,0.0,0.128,-8.681000000000001,1.0,The Things We Used to Share,57.0,2017-07-27,0.062,141.953,0.381,2017.0
0.993,['Heinz Goldblatt'],0.335,119000.0,1.9833333333333334,0.17,0.0,5ih49fmvqPDV9Hq7IRzf7U,0.955,10.0,0.12,-20.236,1.0,Traveling,62.0,2017-06-21,0.0517,77.194,0.0781,2017.0
0.992,['Dean Stance'],0.377,244616.0,4.076933333333334,0.027000000000000003,0.0,0oYpL4iDhZirA5ctnB6vcA,0.945,7.0,0.125,-22.285,0.0,We Don't Talk Anymore,61.0,2017-08-29,0.0368,131.545,0.13,2017.0
0.974,['Carl Borg'],0.199,69818.0,1.1636333333333333,0.00937,0.0,3OSr4tLBco2Me4WrexyoQR,0.984,7.0,0.114,-27.362,0.0,Connection,60.0,2017-01-26,0.0402,88.76,0.0327,2017.0
0.954,['charlie dreaming'],0.0814,156000.0,2.6,0.0914,0.0,6v7bs0au0qVttAV0dAZtMN,0.884,5.0,0.0825,-29.036,1.0,Sun Flower,58.0,2018-08-10,0.0365,172.255,0.0667,2018.0
0.963,['Trevor Kowalski'],0.354,193792.0,3.2298666666666667,0.015,0.0,72cj11O7lJBQiLu3dXzKLV,0.894,5.0,0.118,-33.438,1.0,The Garden's Light,64.0,2018-09-28,0.039,66.738,0.0899,2018.0
0.993,['Jonathan Coffey'],0.733,164676.0,2.7445999999999997,0.00703,0.0,2DTi3hxKgiIJE1M9zwWvQB,0.978,2.0,0.106,-25.595,0.0,No Struggle - No Progress,63.0,2018-12-13,0.0872,78.006,0.29,2018.0
0.996,['Max Richter'],0.124,110880.0,1.8479999999999999,0.0924,0.0,42c1ppLBsSbUjFNDzYLY10,0.848,11.0,0.0935,-31.726,1.0,A Catalogue Of Afternoons,63.0,2018-04-20,0.0412,205.999,0.135,2018.0
0.988,['Lhokanda'],0.14300000000000002,137509.0,2.2918166666666666,0.155,0.0,1aeKotbZ2wBYuOspDawtwo,0.74,3.0,0.109,-21.899,1.0,Mandala,63.0,2019-06-30,0.0413,146.503,0.0389,2019.0
0.994,['Roger Reuse'],0.37,128292.0,2.1382,0.00271,0.0,5QfENz96Rk140fmTccgCPa,0.927,0.0,0.124,-26.981,1.0,All Is Well Now,65.0,2019-04-02,0.0477,69.348,0.245,2019.0
0.995,['Ever So Blue'],0.403,153104.0,2.5517333333333334,0.0621,0.0,3VBPPIu4MGBnMj4SF8sJBJ,0.932,6.0,0.0999,-28.678,1.0,Fragment,67.0,2019-07-26,0.049,135.761,0.146,2019.0
0.962,['Michel LeBond'],0.101,200342.0,3.3390333333333335,0.0724,0.0,2HFa8YQM9xXsaqquv8efKI,0.8420000000000001,1.0,0.109,-31.13,1.0,Primordeal Instincts,62.0,2019-08-27,0.0416,78.438,0.0352,2019.0
0.965,['Dardan Leistra'],0.134,207250.0,3.4541666666666666,0.0789,0.0,6tsmYOwZtMfL3DdoG1itMa,0.93,7.0,0.115,-24.742,0.0,Maak me niet wakker,61.0,2019-12-20,0.0531,176.47099999999998,0.0445,2019.0
0.995,['Berlioz'],0.388,106050.0,1.7674999999999998,0.00584,0.0,5MIyzgrAUZ5TryLLF30hcY,0.684,1.0,0.103,-26.36,1.0,Origami,65.0,2019-02-10,0.0457,137.497,0.344,2019.0
0.992,['Scintillante'],0.224,199750.0,3.3291666666666666,0.00828,0.0,3sAJq6EDW2iNSJnHwLzSqV,0.875,2.0,0.0996,-31.722,1.0,Notte,67.0,2019-05-10,0.0366,78.001,0.069,2019.0
0.993,['Chama Wijnen'],0.313,176500.0,2.941666666666667,0.00729,0.0,0KvgYjNjdjpgjanBhUnSfO,0.7959999999999999,9.0,0.106,-29.599,1.0,Reaching,66.0,2019-05-25,0.0388,72.082,0.0799,2019.0
0.995,['Mewael Yemane'],0.468,98000.0,1.6333333333333333,0.0791,0.0,1KnTw354jtQmDvA6b3Fvi0,0.96,9.0,0.105,-27.055,0.0,Wishes,67.0,2019-12-06,0.0579,117.918,0.337,2019.0
0.993,['Artemio Li Fonti'],0.256,232750.0,3.879166666666667,0.00486,0.0,1pFCkU2BQHr0mJIj05KXSD,0.872,5.0,0.111,-33.197,1.0,Chiudete Gli Occhi,67.0,2019-06-01,0.0403,68.869,0.058,2019.0
0.996,['Dreamscaper'],0.211,276875.0,4.614583333333333,0.0287,0.0,7FpuImiEfUmOWKKi4UyO9y,0.955,5.0,0.0896,-30.39,1.0,Call to Rest,66.0,2019-06-24,0.0633,68.09899999999999,0.325,2019.0
0.973,['O.A.S.'],0.111,206997.0,3.4499500000000003,0.0597,0.0,1I217X8W4dL6niEzXOf2nQ,0.964,0.0,0.105,-28.951,1.0,Jupiter Song,60.0,2019-11-08,0.0414,73.632,0.036000000000000004,2019.0
0.985,['Rosa Løvstrøm'],0.111,158000.0,2.6333333333333333,0.0118,0.0,3SwiMJxBE5eqYdbXJBRtiT,0.917,2.0,0.108,-31.874,1.0,Noctis,66.0,2019-06-07,0.0403,77.891,0.0812,2019.0
0.994,['Haakon Stange'],0.21600000000000005,147000.0,2.45,0.0819,0.0,1ZxqvIpfcqYDcV4nP6jxms,0.954,9.0,0.0931,-26.17,1.0,Finding Hope,68.0,2020-04-24,0.0444,71.07,0.0911,2020.0
0.995,['Thomasine Robinson'],0.279,140875.0,2.347916666666667,0.0579,0.0,3nZ31x1cLcCRnIRpiOIkPU,0.963,8.0,0.113,-28.197,1.0,It is a Beauteous Evening,66.0,2020-01-31,0.0496,71.138,0.35700000000000004,2020.0
0.99,['Fortuna'],0.149,163020.0,2.717,0.555,0.0,2jJ1dkSJqbtv9kLiDVPHFG,0.504,11.0,0.111,-29.489,1.0,SPC Brown Noise 2,65.0,2020-02-26,0.0549,136.595,0.0272,2020.0
0.965,['Robert Farrugia'],0.233,352015.0,5.866916666666667,0.224,0.0,7vELAwkC04g6YjGtgZi3gq,0.9,4.0,0.0886,-20.733,1.0,Segments,63.0,2020-01-20,0.0412,61.652,0.0592,2020.0
0.992,['Václav Slezák'],0.237,259000.0,4.316666666666666,0.0311,0.0,1v8nEP8CRicvuRiGxxjZF6,0.907,2.0,0.0998,-30.822,0.0,Snesl bych ti modré z nebe,62.0,2020-02-07,0.0528,68.753,0.13,2020.0
0.996,['Joni Bernier'],0.41,139500.0,2.325,0.0735,0.0,1qfYCqVpMcuYLhyThCR7k6,0.963,10.0,0.159,-30.013,1.0,A Gift To Share,66.0,2020-04-10,0.0687,132.722,0.252,2020.0
0.993,['Peter Ehrlichmann'],0.4920000000000001,57718.0,0.9619666666666667,0.0465,0.0,4E0b1oXvrPoxHc9Mh3bYzZ,0.961,2.0,0.118,-25.636,1.0,Eeny Meeny Miny Moe,66.0,2020-04-17,0.0424,64.271,0.5710000000000001,2020.0
0.993,['Patrizio Pisani'],0.45,133625.0,2.2270833333333333,0.091,0.0,4Y6WTrmqcv8JkwgF3USWnB,0.956,7.0,0.103,-24.322,0.0,Guardami,67.0,2020-01-03,0.0434,94.927,0.354,2020.0
0.985,['Raymond Scott'],0.575,134600.0,2.243333333333333,0.404,0.0,1TnSRPeMJJEHKSz45U0sOq,0.916,10.0,0.112,-15.678,1.0,Portofino 2,38.0,2000,0.0407,112.31,0.81,2000.0
0.978,['Franco Albertini'],0.54,72187.0,1.2031166666666666,0.151,0.0,3Sg42hY1aqhaQHaqL8qOdM,0.934,0.0,0.151,-16.567999999999998,0.0,Life in the Ruins for Piano (From "The Legend of Zelda: Breath of the Wild"),40.0,2000,0.0465,87.211,0.104,2000.0
0.978,['Chet Atkins'],0.601,156333.0,2.60555,0.29600000000000004,0.0,628aUzy2L6xHNoEtY7hsqN,0.901,2.0,0.0982,-14.538,1.0,The Jitterbug Waltz - Buddha Remastered - 2000,36.0,2000-03-04,0.0602,160.533,0.68,2000.0
0.989,['Paul Cardall'],0.336,213907.0,3.565116666666667,0.0898,0.0,6JySdTlGJTxJd9ALXSxAcO,0.878,5.0,0.0768,-20.269,1.0,I Feel My Savior's Love,34.0,2000,0.0506,93.805,0.234,2000.0
