acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.958,['César Franck' 'Joshua Bell' 'Jeremy Denk'],0.25,364093.0,6.068216666666667,0.135,0.0,0xX7kREWmOGBWzYNcpZwRN,0.0349,9.0,0.0477,-18.615,1.0,Violin Sonata in A Major FWV 8: IV. Allegretto poco mosso,53.0,2012-01-06,0.0488,94.404,0.179,2012.0
0.96,['Chromatics'],0.61,322994.0,5.383233333333334,0.385,0.0,7MXlRIl901aXfJ2oSGn0E2,0.442,9.0,0.0782,-8.765,0.0,Into The Black,56.0,2012-03-26,0.0277,108.968,0.126,2012.0
0.995,['Childish Gambino'],0.263,54454.0,0.9075666666666666,0.126,1.0,1jWoeUIvNJniadGbeTj03X,0.948,7.0,0.243,-22.601,0.0,Playing Around Before the Party Starts,50.0,2013-12-10,0.0399,166.07299999999995,0.0879,2013.0
0.98,['Aphex Twin'],0.277,321880.0,5.3646666666666665,0.01,0.0,3ESsjKqrj3M79I8sSZieK3,0.848,4.0,0.131,-32.893,0.0,aisatsana [102],56.0,2014-09-19,0.0359,102.397,0.0353,2014.0
0.977,['Sleep Baby Sleep' 'Meditation Awareness' 'Sleep Sound Library' 'Outside Broadcast Recordings' 'Deep Sleep'],0.182,63496.0,1.0582666666666667,0.202,0.0,5HVjLxAftX35Y0GyqNCY7Y,0.0358,8.0,0.111,-28.542,1.0,Office Air Conditioners,50.0,2014-10-02,0.0908,57.069,0.0365,2014.0
0.973,['Sufjan Stevens'],0.441,279316.0,4.655266666666666,0.104,0.0,4K3RZJ8sWPbv0IedcnEfw6,0.354,6.0,0.119,-22.399,0.0,Fourth of July,59.0,2015-03-31,0.0459,120.266,0.156,2015.0
0.991,['Natural White Noise Relaxation'],0.0,163987.0,2.7331166666666666,0.00102,0.0,1SZh3eUOXgzLqZ19mQlIQ9,0.257,1.0,0.111,-25.555,1.0,Premium Brown Noise: Best of Constant Pacific Ocean Roar Sounds to Induce Sleep,60.0,2015-02-19,0.0,0.0,0.0,2015.0
0.954,['Nursery Rhymes 123'],0.502,136048.0,2.2674666666666665,0.17,0.0,2eP2kKhFaTBWjnoi7LxLUm,0.0,0.0,0.115,-14.62,1.0,You Are My Sunshine,62.0,2016-01-26,0.0322,100.051,0.381,2016.0
0.991,['Hermann'],0.465,104355.0,1.73925,0.0388,0.0,5hJ5736o2jQRXnslKxoWqG,0.915,9.0,0.0768,-24.262,0.0,Leaves,61.0,2016-08-01,0.0562,139.735,0.154,2016.0
0.954,['Ryan Gosling'],0.585,111240.0,1.8539999999999999,0.0809,0.0,5BMwpS4iYKR30kq9U9beaT,0.0233,6.0,0.0935,-19.346,0.0,City Of Stars,62.0,2016-12-09,0.0523,98.379,0.204,2016.0
0.986,['Mandolin Orange'],0.519,225280.0,3.7546666666666666,0.0609,0.0,0Zyt3eB2Ddhert42wIa181,0.00133,5.0,0.107,-11.328,1.0,Take This Heart of Gold,55.0,2016-09-30,0.0514,118.56,0.122,2016.0
0.974,['Karin Borg'],0.287,139839.0,2.33065,0.0198,0.0,5bP9JMP7HKh1G3sJtTymgT,0.942,6.0,0.1,-22.851,0.0,Kebnekajse,60.0,2016-10-18,0.0393,65.741,0.069,2016.0
0.967,['eevee'],0.645,86571.0,1.44285,0.114,0.0,2U42jVkNgEU6DoM64eFD7i,0.831,9.0,0.112,-15.768,1.0,viola,59.0,2016-02-10,0.35600000000000004,78.015,0.191,2016.0
0.994,['Samuel Lindon'],0.3670000000000001,138820.0,2.3136666666666668,0.00253,0.0,5QcpXwGONi7bKyphLwySs5,0.948,9.0,0.0954,-26.785,0.0,Meadow Mornings,61.0,2016-12-12,0.0492,128.994,0.228,2016.0
0.994,['Serenity for Sleep'],0.35,231211.0,3.8535166666666667,0.0262,0.0,73nAdnaRt0Qmm1dG5fhdK8,0.895,0.0,0.119,-24.468000000000004,1.0,I Will Wait,64.0,2017-04-23,0.0398,100.076,0.0556,2017.0
0.993,['Whitney'],0.568,212622.0,3.5437000000000003,0.295,0.0,3HNKZy1An5Jlnb02lcV2yd,0.499,7.0,0.14,-7.867000000000001,0.0,Southern Nights,60.0,2017-11-10,0.0494,84.225,0.43,2017.0
0.993,['Samuel Lindon'],0.573,134000.0,2.2333333333333334,0.0198,0.0,0NOzMlTrPHMQ68snNK891G,0.941,3.0,0.112,-25.76,0.0,La Tour,65.0,2017-05-11,0.0449,61.978,0.284,2017.0
0.982,['Granular'],0.0,235135.0,3.9189166666666666,0.0109,0.0,2GBvksBLD4dLqjKbqp4uor,0.17600000000000002,5.0,0.127,-20.829,1.0,Clover,65.0,2018-07-06,0.0,0.0,0.0,2018.0
0.996,['Regina Mira'],0.493,108770.0,1.8128333333333333,0.01,0.0,7x8ILiGyZAFW3F0rPUPYxm,0.962,10.0,0.115,-26.589,1.0,October,66.0,2018-10-19,0.0484,69.47,0.349,2018.0
0.993,['Mayer Julcsa'],0.141,269750.0,4.495833333333334,0.0353,0.0,7wMtecN31PghxCJGvAwN8n,0.779,4.0,0.0865,-31.019,0.0,Szundikál,64.0,2019-12-13,0.113,173.05599999999995,0.111,2019.0
0.996,['Levi Stills'],0.625,122705.0,2.0450833333333334,0.008440000000000001,0.0,1rAv3gMViglWehdm1baqcF,0.959,0.0,0.108,-23.823,0.0,Intermezzo,69.0,2019-03-08,0.0801,131.543,0.5710000000000001,2019.0
0.977,['Lori Dulac'],0.12,191000.0,3.183333333333333,0.018000000000000002,0.0,5CC8QT7TuttcXXSlj5cx2T,0.863,2.0,0.119,-30.88300000000001,0.0,cognizant,69.0,2019-09-06,0.0357,68.249,0.0924,2019.0
0.956,['Empty Space'],0.153,188943.0,3.1490500000000003,0.165,0.0,07dIxNWwFGWwPrYuMypE2z,0.8270000000000001,7.0,0.0794,-18.633,0.0,Whisperer,65.0,2019-01-31,0.037000000000000005,135.468,0.0339,2019.0
0.971,['Taylor Swift'],0.737,150440.0,2.5073333333333334,0.175,0.0,1SmiQ65iSAbPto6gPFlBYm,0.000337,10.0,0.171,-9.912,1.0,It’s Nice To Have A Friend,66.0,2019-08-23,0.0401,70.008,0.545,2019.0
0.993,['Eric Badanti'],0.418,161209.0,2.6868166666666666,0.0368,0.0,3I3WY0C7AQMe6Z6hMUQqd5,0.944,11.0,0.0848,-24.304,0.0,Vals De Rodrigues,68.0,2019-09-05,0.0499,111.355,0.119,2019.0
0.954,['Jupiter Grains'],0.209,112312.0,1.8718666666666666,0.0219,0.0,3tCBeat5YZBwLf61yoQJ9v,0.938,5.0,0.104,-25.95,1.0,Untitled,68.0,2019-09-12,0.0344,78.336,0.0358,2019.0
0.99,['Stephan Moccio'],0.324,207640.0,3.4606666666666666,0.0186,0.0,2m2GJpBjQNNphaCgBeoj7R,0.934,2.0,0.105,-28.248,1.0,Fracture,68.0,2020-04-17,0.0476,85.29700000000003,0.126,2020.0
0.994,['Maura Bellucci'],0.294,133500.0,2.225,0.0709,0.0,6L73Pb4dv5p9OOlY1ja32c,0.917,3.0,0.0991,-26.318,1.0,Sagittabondo,69.0,2020-03-27,0.038,66.21300000000001,0.22,2020.0
0.993,['Matooma'],0.207,184714.0,3.0785666666666667,0.0537,0.0,1GfdC8GouQqL0RKKzgIhXw,0.953,0.0,0.0991,-26.829,1.0,Heavenly Harps,63.0,2020-01-16,0.043,68.227,0.0325,2020.0
0.992,['Berlioz'],0.498,159125.0,2.652083333333333,0.108,0.0,7tDHMhO0bJpbkXzMyMIE0b,0.965,0.0,0.103,-25.641,1.0,Isla De Flores,69.0,2020-02-28,0.0721,70.046,0.0551,2020.0
0.98,['Mauro Cangemi'],0.428,134217.0,2.23695,0.112,0.0,3AogJjKJYSIEiXx8Xfq9Z9,0.897,0.0,0.112,-21.152,1.0,Continuo,69.0,2020-04-06,0.0467,99.653,0.215,2020.0
0.994,['Night Poets'],0.324,237861.0,3.96435,0.00249,0.0,7zoNjIq4DZadcFOxwKvrlC,0.946,0.0,0.11,-34.247,1.0,Parts Unknown,68.0,2020-01-13,0.0351,67.725,0.0362,2020.0
0.979,['Keira Barton'],0.134,189250.0,3.154166666666667,0.0413,0.0,7DEcoyUFy04Zhe89uthswA,0.815,9.0,0.0878,-28.929,1.0,Buoyant,65.0,2020-01-24,0.0607,144.69299999999996,0.0444,2020.0
0.99,['Blonde Redhead'],0.631,182267.0,3.037783333333333,0.2,0.0,4sZI1I2z5UODePKXgzyFho,0.0362,5.0,0.154,-13.379,0.0,For the Damaged,47.0,2000-06-06,0.0469,140.136,0.192,2000.0
0.982,['David Bauer'],0.593,208173.0,3.46955,0.0525,0.0,0ciAqRdIpOfhRfuCPzbyq0,0.933,0.0,0.115,-25.555,1.0,It Is Well With My Soul,44.0,2000,0.0462,119.947,0.111,2000.0
0.992,['Johann Sebastian Bach' 'Murray Perahia'],0.428,110773.0,1.8462166666666666,0.32299999999999995,0.0,78sZ6qdT6HFK2NZPSoClLa,0.917,7.0,0.156,-20.248,1.0,Goldberg Variations BWV 988: Var. 1,46.0,2000-09-01,0.0382,106.06,0.965,2000.0
0.952,['Malvina Reynolds'],0.588,131440.0,2.1906666666666665,0.269,0.0,0dRvjBVCStIlBxOqbhAQ3q,0.0419,5.0,0.0934,-9.341,1.0,Little Boxes,42.0,2000-05-23,0.048,122.15,0.512,2000.0
0.966,['Johann Sebastian Bach' 'Kolja Blacher' 'Kolner Kammerorchester' 'Helmut Muller-Bruhl'],0.479,442840.0,7.3806666666666665,0.312,0.0,5TBekkTQcKzto3sLrUUbKy,0.014,2.0,0.0829,-17.053,0.0,Violin Concerto in D Minor BWV 1052: I. Allegro,46.0,2000-04-20,0.0504,105.991,0.616,2000.0
0.991,['David Bauer'],0.232,96067.0,1.6011166666666665,0.008029999999999999,0.0,6KHx0lfm8n3J0ohcEg3SEZ,0.963,8.0,0.108,-31.084,1.0,I Love You Lord,42.0,2000,0.0459,69.56,0.168,2000.0
0.982,['Monks Of The Abbey Of Notre Dame'],0.188,202013.0,3.3668833333333335,0.0914,0.0,4FUeIDdjVRxnYBDKmyqiQG,0.855,6.0,0.111,-23.113000000000003,1.0,Introit Benedicta Sit,44.0,2001,0.0484,83.085,0.0362,2001.0
0.963,['Masashi Hamauzu'],0.634,284240.0,4.737333333333334,0.363,0.0,6Q4nNB7exf30TTt2SdhPAb,0.8220000000000001,7.0,0.103,-12.753,1.0,Besaid,43.0,2001-08-01,0.0298,108.988,0.341,2001.0
0.977,['Aphex Twin'],0.338,205187.0,3.4197833333333336,0.000982,0.0,6Wei2NUSG66WzLiqSuQAy5,0.239,8.0,0.0966,-28.82,1.0,Nanou2,44.0,2001-10-22,0.0465,93.066,0.0776,2001.0
0.964,['Wolfgang Amadeus Mozart' 'Sandrine Piau' 'Freiburger Barockorchester'],0.394,308227.0,5.1371166666666666,0.0883,0.0,6ce2irPKNzScUnTO6NU6GV,0.00137,5.0,0.0807,-20.867,1.0,Die Entführung Aus Dem Serail - Arie : Ach iche liebte war so...,48.0,2002-02-01,0.0538,121.678,0.0914,2002.0
0.965,['Tony Bennett' 'k.d. lang'],0.47,203893.0,3.398216666666667,0.109,0.0,4xsJ6KEsIjsHKWJA7D8GAI,0.000202,1.0,0.122,-18.386,1.0,A Kiss to Build a Dream On,45.0,2002-11-02,0.0377,86.839,0.22,2002.0
0.97,['Howard Shore' 'Renée Fleming'],0.0693,210373.0,3.5062166666666665,0.0663,0.0,1eWsXHpKj3BhE9Uw9Q5XKI,0.948,4.0,0.102,-21.996,0.0,Twilight and Shadow (feat. Renee Fleming),47.0,2003-11-24,0.0439,74.251,0.0383,2003.0
0.955,['Howard Shore' 'James Galway'],0.0633,359427.0,5.99045,0.0427,0.0,0gt7ei2Fube4V9jnJ5VCKM,0.976,2.0,0.117,-27.648000000000003,1.0,The Grey Havens (feat. Sir James Galway),46.0,2003-11-24,0.044,57.72,0.0345,2003.0
0.962,['Howard Shore'],0.0944,454520.0,7.575333333333333,0.0252,0.0,6caCfb9Hg5NlUfXg9nRSnm,0.954,9.0,0.127,-29.202,1.0,The Journey to the Grey Havens (feat. Sir James Galway),46.0,2003-11-24,0.0429,70.318,0.035,2003.0
0.955,['Fra Lippo Lippi'],0.453,281240.0,4.687333333333333,0.183,0.0,4Cn3jeDKxrpxJwRjbc5GFB,0.000313,10.0,0.149,-14.54,1.0,Beauty and Madness - 1993,56.0,2003,0.032,100.174,0.44,2003.0
0.98,['Fred Mollin'],0.456,270200.0,4.503333333333333,0.0646,0.0,2Kij021y6biW8YWwTM82Xo,0.843,1.0,0.11,-19.354,1.0,You'll Be In My Heart - Instrumental,43.0,2004-09-14,0.03,83.929,0.051,2004.0
0.98,['Ennio Morricone' 'Yo-Yo Ma' 'Roma Sinfonietta'],0.105,145147.0,2.4191166666666666,0.208,0.0,7ufjlAqHC2ED4y8574RM6v,0.838,7.0,0.374,-15.295,1.0,The Mission: The Falls,45.0,2004,0.0381,157.851,0.0466,2004.0
0.977,['Fred Mollin'],0.482,184187.0,3.0697833333333335,0.108,0.0,1bFx9DWBFy1U7o7Dd6IQcU,0.835,3.0,0.152,-17.732,1.0,Puff The Magic Dragon - Instrumental,45.0,2005-01-01,0.0309,81.046,0.118,2005.0
0.989,['Fred Mollin'],0.304,210987.0,3.51645,0.0745,0.0,7lE2IEY8KXtqQRGs3TZhX0,0.855,5.0,0.116,-19.243,1.0,London Bridge/Tura-Lura-Lural (That's An Irish Lullaby) - Instrumental,45.0,2005-01-01,0.0322,97.623,0.0822,2005.0
0.976,['Celtic Woman'],0.25,204467.0,3.4077833333333336,0.155,0.0,75sSAymXP6tGOeRvImwzOf,1.17e-05,2.0,0.0772,-16.983,1.0,Danny Boy,46.0,2005-01-01,0.0389,100.842,0.0935,2005.0
0.961,['Jim Brickman'],0.385,193960.0,3.232666666666667,0.219,0.0,121jHMUmLlQ24bViLY1btQ,0.799,8.0,0.112,-16.444000000000006,1.0,Reflection - Instrumental,45.0,2005-01-01,0.0417,119.748,0.234,2005.0
0.995,['Peter Phippen'],0.21,258733.0,4.312216666666667,0.0154,0.0,2r8tPRK0TolVaNKBECT6t6,0.847,10.0,0.105,-27.946,1.0,Night Falls,44.0,2006-01-01,0.0476,139.59799999999998,0.0377,2006.0
0.989,['Stan Whitmire'],0.428,271453.0,4.524216666666666,0.0998,0.0,7bMnF1m5ZcwPKMbLm9ArZD,0.923,10.0,0.109,-18.18,1.0,You Raise Me Up,48.0,2006-01-01,0.0458,58.942,0.146,2006.0
0.96,['Jeremy Soule'],0.0844,185234.0,3.0872333333333333,0.075,0.0,1bXoENBZuBkZniaPhRVgNp,0.83,4.0,0.101,-22.065,0.0,Auriel's Ascension,46.0,2006-03-20,0.0404,74.743,0.0392,2006.0
0.955,['Madeleine Peyroux'],0.621,237813.0,3.9635499999999997,0.199,0.0,20Wrb8zv1LCJYGeJDQetLK,0.262,11.0,0.101,-15.576,1.0,Smile,42.0,2006-09-12,0.0338,87.086,0.157,2006.0
0.951,['Nobuo Uematsu'],0.0866,348013.0,5.800216666666667,0.129,0.0,2s4wu9Z76eEczUOfAQXMEz,0.768,7.0,0.0764,-13.77,1.0,Aerith's Theme (Final Fantasy VII),47.0,2007-12-04,0.0373,78.835,0.0385,2007.0
0.985,['Dean Evenson' 'Scott Huckabay'],0.21600000000000005,475267.0,7.921116666666666,0.0943,0.0,42b8m7QbauXo7QQX62Pvsz,0.598,4.0,0.129,-19.979,0.0,Chakra Balancing - Merging All,50.0,2008-06-10,0.0374,66.329,0.0613,2008.0
0.962,['Sara Bareilles' 'Ingrid Michaelson'],0.354,266640.0,4.444,0.14,0.0,1KDkSCXJIR4CJaVUK9qP7O,2.9e-05,1.0,0.17600000000000002,-14.136,1.0,Winter Song,48.0,2008-10-14,0.0464,81.108,0.194,2008.0
0.996,['Alexis Ffrench'],0.431,115227.0,1.92045,0.0775,0.0,5YfZknxIgQayJKaMn5Z11G,0.933,4.0,0.0806,-23.964,1.0,Last Song,51.0,2009-11-21,0.0706,64.86,0.29,2009.0
0.982,['Jónsi' 'Alex Somers'],0.183,303320.0,5.0553333333333335,0.245,0.0,3oww3hQ0kv9b2QjEkvyer0,0.974,7.0,0.417,-17.934,1.0,Boy 1904,42.0,2009-07-20,0.039,123.139,0.0376,2009.0
0.993,['Thad Fiscella'],0.378,303467.0,5.057783333333333,0.154,0.0,0ovWl3roso9gtJZTYsSKdH,0.928,9.0,0.0984,-18.785,1.0,Wedding Song,50.0,2010-08-31,0.0503,120.776,0.251,2010.0
0.976,['Dario Marianelli' 'Jack Liebeck' 'Benjamin Wallfisch'],0.0945,233947.0,3.8991166666666666,0.057,0.0,7Ly4vpc0e0JaqKIbCHtSHX,0.403,5.0,0.091,-24.673,1.0,My Edward and I (feat. Jack Liebeck),52.0,2011-03-08,0.0476,67.598,0.0375,2011.0
0.98,['Uther Moads'],0.517,240807.0,4.01345,0.0316,0.0,1bL3lI3ykZjw9Zul1Ir51y,0.91,1.0,0.112,-21.51,0.0,Future Waves,48.0,2011,0.0349,110.02,0.155,2011.0
0.992,['Frédéric Chopin' 'Vladimir Feltsman'],0.309,232240.0,3.8706666666666667,0.0472,0.0,6qUjY7JsuQYxn99qfOAQyB,0.866,3.0,0.0979,-25.497,1.0,Nocturne in E-Flat Major Op. 9 No.2,54.0,2011-02-01,0.041,72.915,0.0693,2011.0
0.996,['Jon E. Amber'],0.4,120907.0,2.0151166666666667,0.0612,0.0,0wmmFkwOtzaanH4T5vMMLz,0.909,7.0,0.107,-17.480999999999998,1.0,Softly Gently,55.0,2011-12-02,0.0501,75.983,0.14400000000000002,2011.0
0.969,['Jump Start Your Heart'],0.575,47320.0,0.7886666666666666,0.182,0.0,4QbKevGgXsbtO5uPD5ws9E,0.986,7.0,0.375,-23.637,1.0,Intro In Bm,45.0,2012-02-21,0.0681,100.037,0.263,2012.0
0.964,['The Staves'],0.5579999999999999,246414.0,4.1068999999999996,0.117,0.0,6x7oPOBrfsqx9WbON5X1go,0.000686,5.0,0.0847,-16.958,1.0,Mexico,46.0,2012-11-12,0.0345,131.847,0.174,2012.0
0.958,['Gregory Alan Isakov'],0.378,167533.0,2.7922166666666666,0.25,0.0,76PS07wzG7zYMy8rHPjL2t,0.00118,5.0,0.124,-11.51,1.0,Time Will Tell,48.0,2013-07-09,0.0292,168.071,0.415,2013.0
0.991,['Gioachino Rossini' 'Ferdinand Wrede' '12 Pianists'],0.414,137733.0,2.29555,0.0187,0.0,3Wwba621okL6wwGn6KMzre,0.892,7.0,0.0513,-39.385,1.0,Guillaume Tell (William Tell): Overture (arr. F. Wrede for 2 pianos 8 hands): Andante -,52.0,2013-02-26,0.0557,74.477,0.195,2013.0
0.972,['Sara Bareilles'],0.415,278547.0,4.64245,0.168,0.0,0aSgzAUObtmSSwh1yO6shv,0.000585,9.0,0.113,-12.223,1.0,Manhattan,51.0,2013-07-16,0.0404,90.321,0.235,2013.0
0.953,['Dave Thomas Junior'],0.365,330484.0,5.508066666666666,0.158,0.0,4tpeXx5XfqGdjITefUN3Rr,0.0392,3.0,0.0961,-14.019,0.0,I Can't Make You Love Me,57.0,2013-10-06,0.0352,123.531,0.07400000000000001,2013.0
0.986,['The Piano Guys'],0.318,270813.0,4.5135499999999995,0.445,0.0,71I9xjigtEcEYcbZgtvG1J,0.828,3.0,0.0892,-9.597,1.0,Story of My Life,54.0,2014-10-03,0.0348,123.855,0.0962,2014.0
0.991,['Baby Lullaby Academy'],0.243,108069.0,1.80115,0.00384,0.0,1YiknHCa9pXZVKWUYeNgbx,0.969,0.0,0.0848,-41.378,1.0,Baby Lullaby Music,60.0,2015-11-24,0.0397,114.566,0.196,2015.0
0.994,['Beautiful Chorus'],0.106,379737.0,6.328950000000001,0.00541,0.0,0pV7ZNlSXRtleKtlKgnUlF,0.952,11.0,0.129,-34.765,1.0,Faith's Hymn,57.0,2015-06-14,0.0414,92.154,0.0799,2015.0
0.986,['Sigimund'],0.331,130033.0,2.1672166666666666,0.0542,0.0,5frrMKfRVby9maqYjlBpDB,0.94,7.0,0.113,-23.525,0.0,Emptiness,60.0,2016-07-31,0.0503,71.943,0.0761,2016.0
0.983,['Rebour'],0.401,107464.0,1.7910666666666666,0.0268,0.0,5smg7I3dlFezDBYjLY2f0S,0.879,0.0,0.121,-23.912,1.0,Mrs. Smith,61.0,2016-07-31,0.0449,121.47,0.0725,2016.0
0.991,['Oneke'],0.222,121045.0,2.0174166666666666,0.0584,0.0,4RuYDrJ4a2ybcEVkSy1xFB,0.946,2.0,0.1,-22.44,0.0,Rays of Hope,60.0,2016-07-31,0.0322,143.786,0.0471,2016.0
0.994,['Maurice Ravel' 'Bertrand Chamayou'],0.491,346587.0,5.77645,0.0176,0.0,3MRQn2RYo2VLYMoStnLRxu,0.927,4.0,0.0985,-26.911,0.0,Ravel: Pavane pour une infante défunte M. 19,60.0,2016-01-15,0.0644,125.793,0.0901,2016.0
0.996,['Binaural Beats Sleep'],0.398,118387.0,1.9731166666666666,0.00956,0.0,3md9ih5DcuqhYO6FVs6KDs,0.988,2.0,0.111,-36.329,1.0,Binaural Beats (REM Sleep),56.0,2016-11-29,0.0554,69.067,0.35700000000000004,2016.0
0.984,['Toby Fox'],0.696,50274.0,0.8379,0.3,0.0,4aMrd3aAnuVgGbwdmAQWY4,0.624,8.0,0.17,-12.647,1.0,Shop,59.0,2016-06-03,0.0321,154.918,0.8490000000000001,2016.0
0.97,['Rex Orange County'],0.281,259735.0,4.328916666666667,0.0842,1.0,7fxHpjrR6YwyFcp19P6tv6,7.09e-06,4.0,0.0776,-17.476,1.0,Belly (The Grass Stains),57.0,2016-11-07,0.0474,202.416,0.08800000000000001,2016.0
0.976,['Esthie'],0.71,120348.0,2.0058,0.187,0.0,4yWCiMOk150jbE3NPuhXHu,4.32e-06,2.0,0.0939,-15.505,1.0,Cotton Candy Skies,60.0,2017-09-25,0.0359,85.029,0.586,2017.0
0.991,['Aaron Lansing'],0.397,158066.0,2.6344333333333334,0.0315,0.0,1JoAjYaI3zvhXVx41HH7Fc,0.926,7.0,0.0925,-22.308000000000003,0.0,Naive Spin,64.0,2017-10-20,0.0392,72.833,0.18,2017.0
0.996,['Piano Pianissimo'],0.505,234767.0,3.912783333333333,0.0409,0.0,7hQYakDtSt1uj9W6NAOQxI,0.948,7.0,0.104,-20.356,1.0,When You Love Someone,63.0,2017-04-26,0.0472,172.34099999999995,0.31,2017.0
0.994,['Mae Ji-Yoon'],0.6709999999999999,173719.0,2.8953166666666665,0.2,0.0,1COWV6U3LKqCBpiHPthbiB,0.939,8.0,0.114,-23.978,1.0,Vibrations,65.0,2017-09-10,0.0365,107.517,0.53,2017.0
0.969,['Bruno Major'],0.388,169410.0,2.8235,0.0859,0.0,30QNjcM3Q1GnLFIIJjWQL1,7.35e-05,7.0,0.108,-16.061,0.0,Places We Won't Walk,64.0,2017-08-31,0.0472,88.25299999999999,0.19,2017.0
0.991,['The Harpeurs'],0.565,94059.0,1.56765,0.0357,0.0,1w8KJUP2hZ57CbJq7Z1cBD,0.946,5.0,0.113,-18.991,1.0,Brahms Lullaby,63.0,2017-06-01,0.0722,66.007,0.516,2017.0
0.996,['Bernard Dubicki'],0.688,209361.0,3.48935,0.0195,0.0,3J7iUsiftcjZxPfewt4jM6,0.957,4.0,0.095,-20.35,1.0,White Winter Hymnal - Piano,63.0,2017-04-23,0.0567,132.225,0.293,2017.0
0.973,['Rand Aldo'],0.273,116500.0,1.9416666666666667,0.0065,0.0,7IeAd6rhMU9zMG0wccZbwb,0.946,4.0,0.112,-27.214,1.0,Between Moments,66.0,2018-12-07,0.0366,63.427,0.234,2018.0
0.992,['Silje Månsson'],0.313,115971.0,1.93285,0.0102,0.0,3a14Ywse8vF62KNc7zI4wW,0.907,1.0,0.103,-23.15,1.0,Sparkle,68.0,2019-04-04,0.0326,82.781,0.0965,2019.0
0.995,['Tosh Møller'],0.488,157500.0,2.625,0.0959,0.0,3eMTcFDfBkdUxzRDAb8Krs,0.958,1.0,0.0858,-25.806,1.0,Alene uden dig,68.0,2019-11-22,0.0641,145.957,0.302,2019.0
0.965,['Lana Del Rey'],0.374,229326.0,3.8221,0.0694,0.0,5tyMJlMqaggzvuX7TtlrTe,0.000368,9.0,0.0807,-16.529,1.0,Love song,69.0,2019-08-30,0.0392,134.238,0.241,2019.0
0.996,['Ever So Blue'],0.622,136000.0,2.2666666666666666,0.0251,0.0,6sSFbKl9oQ7ToYxBeTQZvw,0.945,2.0,0.0902,-24.907,1.0,At Dawn,68.0,2019-07-26,0.056,116.364,0.363,2019.0
0.99,['Artura Ponce Valles'],0.203,187250.0,3.120833333333333,0.00588,0.0,3CkHOquzU3g6ekoYiuo5Fo,0.8290000000000001,5.0,0.118,-34.66,1.0,No me despiertes,67.0,2019-06-22,0.0391,69.468,0.0418,2019.0
0.994,['Keira Conlon'],0.232,153500.0,2.558333333333333,0.00449,0.0,72mDETn3Ba8yVewAcqnlqQ,0.852,1.0,0.0705,-34.69,0.0,Lyrebird,68.0,2019-06-14,0.0375,73.35600000000002,0.0988,2019.0
0.965,['Naturally Recurring'],0.173,249818.0,4.163633333333333,0.0185,0.0,4BOCx4hnSq0xWO3lcEbibQ,0.905,2.0,0.1,-36.582,0.0,Sunrise Glory,66.0,2019-10-29,0.0403,138.268,0.0642,2019.0
0.989,['Luna Meguise'],0.35600000000000004,157195.0,2.6199166666666667,0.0402,0.0,1KDGb7d3PHIOI6bLWgLFfV,0.92,0.0,0.118,-25.461,1.0,Heading West,67.0,2019-05-13,0.0435,69.595,0.299,2019.0
0.991,['Ever So Blue'],0.374,185390.0,3.089833333333333,0.0989,0.0,7uvey8m0ZfknE25sBVWoGY,0.805,9.0,0.0799,-28.377,1.0,Cessura,67.0,2019-07-26,0.0326,152.84,0.342,2019.0
0.974,['Najma Wallin'],0.175,133500.0,2.225,0.00759,0.0,6RuFOroO9VO0aMGEzirLHk,0.925,7.0,0.113,-35.072,1.0,Med slutna ögon,68.0,2020-02-21,0.0454,70.872,0.0838,2020.0
0.983,['Patricia Sevin'],0.195,118714.0,1.9785666666666666,0.111,0.0,4ynA4JLwQIRfIhPuOLVoHZ,0.952,6.0,0.11,-25.778,1.0,Choices,69.0,2020-05-01,0.0502,177.125,0.28600000000000003,2020.0
0.996,['Miles Patrick'],0.627,92239.0,1.5373166666666667,0.11,0.0,7vR65Iy5mH6cD3vWJBnzzA,0.953,8.0,0.123,-19.809,1.0,Brahms Lullaby,69.0,2020-02-07,0.0566,74.434,0.695,2020.0
0.991,['Desolate Horizons'],0.153,160000.0,2.6666666666666665,0.214,0.0,7qrFwjD4GmpDli3OmAAkCY,0.944,4.0,0.133,-28.989,0.0,More Than Anything,64.0,2020-01-10,0.0415,68.834,0.0328,2020.0
0.996,['Adelmar Borrego'],0.443,100562.0,1.6760333333333333,0.0248,0.0,147gCksvDRmjG1pO51ZCcf,0.967,11.0,0.12,-25.351,1.0,Twinkle Twinkle Little Star,69.0,2020-01-31,0.0622,68.123,0.52,2020.0
0.951,['Nancy Wilson'],0.441,173467.0,2.891116666666667,0.0613,0.0,2IcRKEB63dQD9YnWso8Ogu,0.00405,5.0,0.0789,-17.268,1.0,Tonight May Have To Last Me All My Life - Remastered,40.0,2000-01-01,0.0436,117.357,0.0777,2000.0
0.99,['Frédéric Chopin' 'Idil Biret'],0.304,41160.0,0.6859999999999999,0.0899,0.0,6UlYfU3dCqFXKCOIcfTrb9,0.914,0.0,0.103,-24.446,1.0,24 Preludes Op. 28: No. 1 in C Major,45.0,2000-01-21,0.0379,76.797,0.284,2000.0
