354,Martin,Fey,Uni Bern,UBE,Bern,NA,"Berger-Janser-Stiftung, Bern",Pharma & health
355,Damir,Filipovic,ETH Lausanne,EPF,Lausanne,Member of the Board of Directors,Swiss Life Holding Ltd,Financial industry & insurances
356,Matthias,Finger,ETH Lausanne,EPF,Lausanne,"Florence School of regulation, Transport Area (organisation de 6 workshops en 2013)","European University Institute, Florence, Italy",Education & research
357,Matthias,Finger,ETH Lausanne,EPF,Lausanne,Membre,"EICom, Commission Fédérale de la Régulation du Marché de l'Electricté, Bern","Politics, administration, justice system & security sector"
358,Matthias,Finger,ETH Lausanne,EPF,Lausanne,Vice-président,"SKE, Commission Fédérale d'Arbitrage dans le Secteur du Rail, Berne","Energy, environment & mobility"
359,Peter Mathias,Fischer,Uni St. Gallen,USG,Saint Gallen,Co-Founder,Sound Leadership LLC,"Consulting, public relations, legal & trust"
360,Peter Mathias,Fischer,Uni St. Gallen,USG,Saint Gallen,Gründer und Leiter der Regionalgruppe Ostschweiz/Vorarlberg,AbsolventUM,Education & research
361,Alexander,Fust,Uni St. Gallen,USG,Saint Gallen,Dozent,CTI-Entrepreneurship,"Commerce, trade & services"
362,Peter Mathias,Fischer,Uni St. Gallen,USG,Saint Gallen,National Representative Switzerland and Member of the Executive Committee,European Marketing Academy EMAC,Education & research
363,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,42matters AG,Technology
364,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,BEN Energy AG,Technology
365,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,coresystems ag,Technology
366,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,Dacuda AG,Technology
367,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,Elgar Fleisch Management Services AG,"Consulting, public relations, legal & trust"
368,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,Hoval Holding AG,Financial industry & insurances
369,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,Interhoval AG,Financial industry & insurances
370,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,qipp AG,Technology
371,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,Schweizerische Mobiliar Genossenschaft,Financial industry & insurances
372,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,Schweizerische Mobiliar Holding AG,Financial industry & insurances
373,Elgar,Fleisch,Uni St. Gallen,USG,Saint Gallen,VR-Mandat,UCTec Beteiligungsgesellschaft AG,Financial industry & insurances
374,Dario,Floreano,ETH Lausanne,EPF,Lausanne,"Harvard Wyss Institute: Visiting Professor (September-December 2014, while on leave)","SEAS Harvard, Cambridge, USA",Education & research
375,Dario,Floreano,ETH Lausanne,EPF,Lausanne,"NASA/Caltech Jet Propulsion Laboratory: Visiting researcher (July-August 2014, while on leave)","JPL, Pasadena, USA",Education & research
376,Gerd,Folkers,Uni Basel,UBA,Basel,VR-Mandat,AZAD Pharmaceutical Ingredients AG,Pharma & health
377,Gerd,Folkers,Uni Basel,UBA,Basel,VR-Präsidium,PNN Pharma Nation Network AG,Pharma & health
378,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Bankrat,Schwyzer Kantonalbank,Financial industry & insurances
379,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Mitglied der Programmkommission,Avenir Suisse,"Society, Social, Culture & Sports"
380,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Mitglied des geschäftsleitenden Ausschusses,SEW-HSG,Education & research
381,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Mitglied des VR,Löwetz Immobilien AG,"Commerce, trade & services"
382,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Verwaltungsratspräsident,R&M Immobilien AG,"Commerce, trade & services"
383,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Vorsitz EG Wirtschaftsstatistik,Bundesamt für Statistik,"Politics, administration, justice system & security sector"
384,Reto,Föllmi,Uni St. Gallen,USG,Saint Gallen,Vorstandsmitglied,Schweiz. Gesellschaft für Volkswirtschaft und Statistik,"Commerce, trade & services"
385,Mario,Fontana,ETH Zürich,ETH,Zurich,Geschäftsführer,F-Ingenieur GmbH,"Commerce, trade & services"
386,Anna,Fontcuberta Morral,ETH Lausanne,EPF,Lausanne,Expertise de projet,Fonds de Recherche Luxembourg,Education & research
387,Anna,Fontcuberta Morral,ETH Lausanne,EPF,Lausanne,Expertise de projet,Science Foundation Ireland,Education & research
388,Anna,Fontcuberta Morral,ETH Lausanne,EPF,Lausanne,Expertise de projet,"Stifelsen Strtegisk Froskning, Sweden",Education & research
389,Anna,Fontcuberta Morral,ETH Lausanne,EPF,Lausanne,Expertise de projet,Université Freiburg (Allemagne),Education & research
390,Anna,Fontcuberta Morral,ETH Lausanne,EPF,Lausanne,Participation au conseil scientifique,"CSEM, Neuchâtel",Education & research
391,Dominique,Foray,ETH Lausanne,EPF,Lausanne,Consulting,EPFL-TTO,Education & research
392,Dominique,Foray,ETH Lausanne,EPF,Lausanne,Expertise,"Gesellschaft für Wissenschaftstatistik, EFI, Berlin",Education & research
393,Dominique,Foray,ETH Lausanne,EPF,Lausanne,Expertise,"SEFRI, Bern","Politics, administration, justice system & security sector"
394,Dominique,Foray,ETH Lausanne,EPF,Lausanne,Expertise,"SNF, Bern",Education & research
395,Dominique,Foray,ETH Lausanne,EPF,Lausanne,Expertise,"Uni StGall, St. Gallen",Education & research
396,Peter,Fornaro,Uni Basel,UBA,Basel,Präsident des Verwaltungsrates,"Bitsave AG, Kehrsatz",Technology
397,László,Forró,ETH Lausanne,EPF,Lausanne,Chair of the Int. Advisory Board and consultant,"Nano Center of Serbia, Belgrade",Education & research
398,Till,Förster,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,Basel Institute on Governance,"Politics, administration, justice system & security sector"
399,Joseph,Francois,Uni Bern,UBE,Bern,NA,"Board Member, European Trade Study Group",Education & research
400,Joseph,Francois,Uni Bern,UBE,Bern,NA,"Board Member, Global Trade Analysis Project",Education & research
401,Joseph,Francois,Uni Bern,UBE,Bern,NA,"Board Member, Institute for Int'l & Development Econ.",Education & research
402,Geraldine,Frei,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrates,NeueBank AG,Financial industry & insurances
403,Geraldine,Frei,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrates,St. Galler Kantonalbank AG,Financial industry & insurances
404,Geraldine,Frei,Uni St. Gallen,USG,Saint Gallen,Vorsitzender des Verwaltungsrates,Algofin AG,"Consulting, public relations, legal & trust"
405,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Dozent Qualitäts- und Prozessmanagement,EMBA,Education & research
406,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Dozent Qualitäts- und Prozessmanagement,SMBS,Education & research
407,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Dozent Qualitäts- und Prozessmanagement,Universität Salzburg,Education & research
408,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Mitglied strategisches Advisory Board,RUAG,"Industry, construction & agriculture"
409,Thomas,Friedli,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Schuh & Co.,"Consulting, public relations, legal & trust"
410,Martin,Fröhlich,ETH Lausanne,EPF,Lausanne,"Bureau d'architecture, Fondateur","AFF Architekten, Berlin, Germany","Industry, construction & agriculture"
411,Emmanuel,Frossard,ETH Zürich,ETH,Zurich,Stiftungsrat,Walter Hochstrasser-Stiftung,Education & research
412,Pascal,Fua,ETH Lausanne,EPF,Lausanne,Advising,PlayfulVision EPFL,Technology
413,Pascal,Fua,ETH Lausanne,EPF,Lausanne,Consulting,Pix4D EPFL Innovation Park,Technology
414,Roland,Füss,Uni St. Gallen,USG,Saint Gallen,Lehrtätigkeit,CUREM,Education & research
415,Roland,Füss,Uni St. Gallen,USG,Saint Gallen,Lehrtätigkeit,EBS Universität,Education & research
416,Roland,Füss,Uni St. Gallen,USG,Saint Gallen,Vortragstätigkeit (einmalig),Swiss&Global,Financial industry & insurances
417,Alexander,Fust,Uni St. Gallen,USG,Saint Gallen,Dozent,FHS St. Gallen,Education & research
418,Alexander,Fust,Uni St. Gallen,USG,Saint Gallen,Fachexperte und Coach für Designer Startups,Creative Hub,"Commerce, trade & services"
419,Karl,Gademann,Uni Zürich,UZH,Zurich,Vorstandsmitglied,Schweizerische Akademie der Naturwissenschaften SCNAT Bern,Education & research
420,Pascal,Gantenbein,Uni Basel,UBA,Basel,Mitglied des Verwaltungsrates,"Hoffmann & Co. AG, Basel","Consulting, public relations, legal & trust"
421,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Audit Expert Group,Schindler,"Industry, construction & agriculture"
422,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Gründer und Verwaltungsrat,Avatarion Technology,Technology
423,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Gründer und Verwaltungsrat,BGW Management Advisory Group,"Consulting, public relations, legal & trust"
424,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Gründer und Verwaltungsrat,BMI-Lab,Education & research
425,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,"Gründer, Co-Director",GLORAD,Education & research
426,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,International Advisory Board,Alexander von Humboldt Institut für Internet & Society,Education & research
427,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Miglied Forschungs- und Bildungskommission,Economiesuisse,"Commerce, trade & services"
428,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Hoffmann Neopac,"Industry, construction & agriculture"
429,Oliver,Gassmann,Uni St. Gallen,USG,Saint Gallen,Verwaltungsrat,Zühlke,"Consulting, public relations, legal & trust"
430,Michael,Gastpar,ETH Lausanne,EPF,Lausanne,Academic Affiliation (unpaid),Delft University of Technology,Education & research
431,Michael,Gastpar,ETH Lausanne,EPF,Lausanne,Academic Affiliation (unpaid),"University of California, Berkeley",Education & research
432,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Founding Member,"San Rocco Magazine, Milano, Italy",Media & communication
433,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Founding Partner,"Office KGDVS, Brussels","Industry, construction & agriculture"
434,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Residency,"Canadian Centre for Architecture, Montréal, Canada","Industry, construction & agriculture"
435,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Workshop,"Faculty of Architecture, Slipakorn University, Bankok",Education & research
436,Kersten,Geers,ETH Lausanne,EPF,Lausanne,Workshop Roman Architecture,"Porto Academy, Portugal",Education & research
437,Thomas,Geiser,Uni St. Gallen,USG,Saint Gallen,NA,Rehaklinik Heiligenschwendi,Pharma & health
438,Nikolaos,Geroliminis,ETH Lausanne,EPF,Lausanne,Advising on traffic management for the city of Sydney,"UNSW Australia, Australian Center for Commercial Mathematics, Sydney",Education & research
439,Nikolaos,Geroliminis,ETH Lausanne,EPF,Lausanne,Development of analysis tools,"Minnesota Traffic Observatory, University of Minnesota, USA",Education & research
440,Wulfram,Gerstner,ETH Lausanne,EPF,Lausanne,Scientific advisory board,"Center for Integrative Neuroscience (CIN), University of Tübingen",Education & research
441,Rajna Nicole,Gibson Brandon,Uni Genf,UGE,Geneva,Membre du conseil d'administration,Swiss Re,Financial industry & insurances
442,Martinus,Gijs,ETH Lausanne,EPF,Lausanne,"Project review work, proposal evaluation",European Commission,"Politics, administration, justice system & security sector"
443,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Administrateur de la Fondation,Fondation Bullukian,"Society, Social, Culture & Sports"
444,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Membre du Conseil d'Administration,Société BioMérieux,Pharma & health
445,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Membre du Conseil de la Fondation,Fondation BNP Paribas pour le mécénat,Financial industry & insurances
446,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Membre du Conseil de la Fondation,Fondation Elemo,Education & research
447,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président de la Fondation,Fondation IQRGC,Not classifiable
448,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président du Board du Human Brain Project,Human Brain Project,Education & research
449,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président du conseil d'Administration,Institut de Physique du Globe de Paris,Education & research
450,Philippe,Gillet,ETH Lausanne,EPF,Lausanne,Président du Conseil de l'Ecole,Ecole VetAgro Sup,Education & research
451,Hubert,Girault,ETH Lausanne,EPF,Lausanne,Associate Editor - Chemical Science,"Royal Society of Chemistry, Cambridge, UK",Education & research
452,Hubert,Girault,ETH Lausanne,EPF,Lausanne,"Membre de la commission fédérale d'examen, nommé par le Conseil Fédéral ; domaine : électrochimie","Direction générale des douanes, Berne","Politics, administration, justice system & security sector"
453,Hubert,Girault,ETH Lausanne,EPF,Lausanne,"Membre du Conseil de Fondation, vice-président ; domaine : éditions scientifiques",PPUR - EPFL,Education & research
454,Hubert,Girault,ETH Lausanne,EPF,Lausanne,Membre du Jury et Mentor ; domaine : promotion de la recherche scientifique,"Fondation Carnot, Neuilly s/Seine",Education & research
455,Nicolas,Gisin,Uni Genf,UGE,Geneva,Membre du conseil d'administraiton,ID Quantique SA,Technology
456,Rémy,Glardon,ETH Lausanne,EPF,Lausanne,Conseil en gestion d'entreprise,"NGL Cleaning Technology SA, Nyon",Technology
457,Pierre,Gönczy,ETH Lausanne,EPF,Lausanne,Scientific Board (no income),"Novartis Consumer Health Foundation, Nyon",Pharma & health
458,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Conseil de fondation et Conseil Scientifique de la Fondation Jeantet,"Fondation Jeantet, Genève",Pharma & health
459,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"Fondation Bettencourt, Paris","Society, Social, Culture & Sports"
460,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Conseil Suisse de la Science et de l'Innovation,CSSI Bern,"Politics, administration, justice system & security sector"
461,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Diverses commissions du SNF,SNF Bern,Education & research
462,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,EMBO YIP (Young Investigator Program) committee,"EMBO, Heidelberg",Education & research
463,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board,Laboratory of Excellence (Labex) INFORM,Education & research
464,Françoise Gisou van der,Goot Grunberg,ETH Lausanne,EPF,Lausanne,Scientific Advisory Board Clinical Research Department,Univ Bern,Education & research
465,Bruno,Gottstein,Uni Bern,UBE,Bern,NA,Jean-Pierre Miéville-Stiftung,Education & research
466,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Honorary Editor of Nano Journal,"SAINT, SKKU",Education & research
467,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Scientific Advisor,DYESOL,"Energy, environment & mobility"
468,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Scientific Advisor,G24 Power,"Energy, environment & mobility"
469,Michael,Graetzel,ETH Lausanne,EPF,Lausanne,Scientific Advisor,"NTU, Singapore",Education & research
470,Franz,Graf,USI Lugano,USI,Lugano,Architecte indépendant à Genève,"F. Graf & J. Menoud, Carouge","Industry, construction & agriculture"
471,Franz,Graf,USI Lugano,USI,Lugano,Professeur ordinaire,"Università della Svizzera italiana, Accademia di Architettura",Education & research
472,Fabio Matteo,Gramazio,ETH Zürich,ETH,Zurich,VR-Mandat,ROB Technologies AG,"Commerce, trade & services"
473,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"CEA-LETI, France",Education & research
474,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,Conseil scientifique,"Nanodimension AG, Suisse",Financial industry & insurances
475,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,"Expertise scientifique, Institut de recherche","Leibnitz Association, Germany",Education & research
476,Nicolas,Grandjean,ETH Lausanne,EPF,Lausanne,"Expertise scientifique, projets de recherche","Ministry of Education, Singapore","Politics, administration, justice system & security sector"
477,Dietmar,Grichnik,Uni St. Gallen,USG,Saint Gallen,Gesellschafter,Particulate,Not classifiable
478,Dietmar,Grichnik,Uni St. Gallen,USG,Saint Gallen,Gründer und Gesellschafter,Scienovation,"Commerce, trade & services"
479,Dietmar,Grichnik,Uni St. Gallen,USG,Saint Gallen,Inhaber,Dietmar Grichnik Entrepreneurial Management GmbH,"Consulting, public relations, legal & trust"
480,Dietmar,Grichnik,Uni St. Gallen,USG,Saint Gallen,Mitglied des Beirats,Stiftung Social Funders,"Politics, administration, justice system & security sector"
481,Dietmar,Grichnik,Uni St. Gallen,USG,Saint Gallen,Präsident,Swiss Startup Monitor Stiftung,"Commerce, trade & services"
482,Markus Hans,Gross,ETH Zürich,ETH,Zurich,Direktor (wissenschaftlicher Co Direktor),The Walt Disney Company (Switzerland) GmbH,"Society, Social, Culture & Sports"
483,Markus Hans,Gross,ETH Zürich,ETH,Zurich,VR-Mandat,Dybuster AG,Technology
484,Markus Hans,Gross,ETH Zürich,ETH,Zurich,VR-Präsidium,Gimalon AG,Technology
485,Gudela,Grote,ETH Zürich,ETH,Zurich,Stiftungsrat,"Stiftung zur Föderung der Forschung und Ausbildung in Unternehmenswiss., ETH Zürich",Education & research
486,Marc,Gruber,ETH Lausanne,EPF,Lausanne,"Bern-Rochester MBA, Teaching",University of Bern,Education & research
487,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Mitglied,SNF Forschungsrat,Education & research
488,Marc,Gruber,ETH Lausanne,EPF,Lausanne,"University of Liechtenstein, Teaching","University of Liechtenstein, Vaduz, Lichtenstein",Education & research
489,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Venture Lab - Teaching,"Institut fuer Jungunternehmen, St. Gallen","Consulting, public relations, legal & trust"
490,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Venture Labe,Parc Scientifique EPFL,Education & research
491,Marc,Gruber,ETH Lausanne,EPF,Lausanne,Visiting Professor,Imperial College Business School,Education & research
492,Nicolas,Gruber,ETH Zürich,ETH,Zurich,Vertreter der ETH im Leitorgan,Association Climate-KIC,"Energy, environment & mobility"
493,Wilhelm,Gruissem,ETH Zürich,ETH,Zurich,VR-Mandat,Nebion AG,Technology
494,Andreas,Grüner,Uni St. Gallen,USG,Saint Gallen,Gutachter,Akkreditierungsagentur FIBAA,"Politics, administration, justice system & security sector"
495,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Mitglied,Unabhängige Expertenkommission Administrative Zwangsmassnahmen,"Politics, administration, justice system & security sector"
496,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Präsident der Rechtsquellenstiftung,Schweizerischen Juristenvereins,"Commerce, trade & services"
497,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Titularprofessor für Rechtsgeschichte und Rechtsphilosophie,Universität Zürich,Education & research
498,Lukas,Gschwend,Uni St. Gallen,USG,Saint Gallen,Vizepräsident,Zürichsee Landschaftsschutz ZSL,"Energy, environment & mobility"
499,Rachid,Guerraoui,ETH Lausanne,EPF,Lausanne,"Evaluation Agence de la recherche, France","ANR, Paris",Education & research
500,David,Gugerli,Uni Zürich,UZH,Zurich,Stiftungsrat,Stiftung Jüdische Zeitgeschichte,"Society, Social, Culture & Sports"
501,Harry,Gugger,ETH Lausanne,EPF,Lausanne,Board Director,"HGS (Harry Gugger Studio), Basel","Industry, construction & agriculture"
502,Harry,Gugger,ETH Lausanne,EPF,Lausanne,"Board Member, Academic Committee Member Holcim Foundation","Holcim Group Services Ltd/ Holcim Technology Ltd, Zurich","Commerce, trade & services"
503,Harry,Gugger,ETH Lausanne,EPF,Lausanne,Committee Member BSA Forschungsstipendium,"BSA CH, Basel","Industry, construction & agriculture"
504,Harry,Gugger,ETH Lausanne,EPF,Lausanne,"Member of Advisory Board, The Circle at Zurich Airport","Flughafen ZHAG, Zurich","Energy, environment & mobility"
505,Harry,Gugger,ETH Lausanne,EPF,Lausanne,"Member of the Advisory Board, Studiengang Kulturmanagement Uni Basel","SKM, UniBasel, Basel",Education & research
506,Carlotta,Guiducci,ETH Lausanne,EPF,Lausanne,"expertise examen doctorat, science de la vie",Uni de Bâle,Education & research
507,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Conseil d’administration,Office national (français) d’indemnisation des accidents médicaux,"Politics, administration, justice system & security sector"
508,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Conseil d’administration,Swissmedic,Pharma & health
509,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Cours,MAS en économie et administration de la santé de HEC Lausanne,Education & research
510,Olivier,Guillod,Uni Neuenburg,UNE,Neuchâtel,Prof invité,Uni Paris V Descartes,Education & research
511,Detlef,Günther,ETH Zürich,ETH,Zurich,Director,ETH Singapore SEC Ltd.,"Politics, administration, justice system & security sector"
512,Detlef,Günther,ETH Zürich,ETH,Zurich,NA,Verein Euresearch,Education & research
513,Detlef,Günther,ETH Zürich,ETH,Zurich,Stiftungsrat,Huber-Kudlich-Stiftung an der Eidgenössischen Technischen Hochschule Zürich,Education & research
514,Detlef,Günther,ETH Zürich,ETH,Zurich,Stiftungsrat,"SIB Swiss Institute of Bioinformatics, Lausanne",Education & research
515,Detlef,Günther,ETH Zürich,ETH,Zurich,Stiftungsrat,Stiftung Technopark Zürich,Education & research
516,Detlef,Günther,ETH Zürich,ETH,Zurich,Verwaltungsrat,ETH Zürich SEC AG,"Politics, administration, justice system & security sector"
517,Detlef,Günther,ETH Zürich,ETH,Zurich,Verwaltungsrat,inspire AG,Technology
518,Detlef,Günther,ETH Zürich,ETH,Zurich,VR-Mandat,GRS Gemresearch Swisslab AG,Not classifiable
519,Lino,Guzzella,ETH Zürich,ETH,Zurich,Angestellter Konzernforschung,Sulzer,"Industry, construction & agriculture"
520,Lino,Guzzella,ETH Zürich,ETH,Zurich,Director,ETH Singapore SEC Ltd.,"Politics, administration, justice system & security sector"
521,Lino,Guzzella,ETH Zürich,ETH,Zurich,Leitung der Entwicklungsabteilung für Mechatronik,Hilti,"Industry, construction & agriculture"
522,Lino,Guzzella,ETH Zürich,ETH,Zurich,Mitglied,Schweizerischen Akademie der Technischen Wissenschaften,Education & research
523,Lino,Guzzella,ETH Zürich,ETH,Zurich,Präsident,ETH Zürich,Education & research
524,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Erich Degen-Stiftung,Education & research
525,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Fondazione Monte Verità,"Commerce, trade & services"
526,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Huber-Kudlich-Stiftung an der Eidgenössischen Technischen Hochschule Zürich,Education & research
527,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,International Federation of Automatic Control (IFAC) Stiftung,"Commerce, trade & services"
528,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Kinderbetreuung im Hochschulraum Zürich (kihz),"Society, Social, Culture & Sports"
529,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Schweizerische Studienstiftung Fonds für begabte junge Menschen,Education & research
530,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Swiss University Sports Foundation,"Society, Social, Culture & Sports"
531,Lino,Guzzella,ETH Zürich,ETH,Zurich,Stiftungsrat,Walter Hochstrasser-Stiftung,Education & research
532,Lino,Guzzella,ETH Zürich,ETH,Zurich,Vertreter in der Plenarversammlung und im Vorstand,swissuniversities,Education & research
533,Lino,Guzzella,ETH Zürich,ETH,Zurich,Verwaltungsrat,Kistler Holding AG,"Industry, construction & agriculture"
534,Lino,Guzzella,ETH Zürich,ETH,Zurich,Verwaltungsrat,Kistler Instrumente AG,"Industry, construction & agriculture"
535,Lino,Guzzella,ETH Zürich,ETH,Zurich,Verwaltungsrat,Venture Incubator Ltd,Financial industry & insurances
536,Lino,Guzzella,ETH Zürich,ETH,Zurich,Zeichnungsberechtigt,Heyning-Roelli Stiftung,Education & research
537,Ina,Habermann,Uni Basel,UBA,Basel,Mitglied des Stiftungsrates,"Telebasel, Basel",Media & communication
538,Ernst,Hafen,ETH Zürich,ETH,Zurich,VR-Mandat,EvalueScience AG,"Consulting, public relations, legal & trust"
539,Albert,Hafner,Uni Bern,UBE,Bern,NA,Stiftung Charles Neuhaus Biel,"Society, Social, Culture & Sports"
540,Anders,Hagfeldt,ETH Lausanne,EPF,Lausanne,Board Member,"Dyenamo AB, Start-up, Stockholm","Energy, environment & mobility"
541,Anders,Hagfeldt,ETH Lausanne,EPF,Lausanne,Chairman of the Committee for Development Research,Swedish Research Council,Education & research
542,Anders,Hagfeldt,ETH Lausanne,EPF,Lausanne,"Distinguished Adjunct Professor, Chemistry","King Abdulaziz University, Saudi Arabia",Education & research
543,Anders,Hagfeldt,ETH Lausanne,EPF,Lausanne,"Visiting Professor, Energy Research Institute","Nanyang Technological University, Singapore",Education & research
544,Anders,Hagfeldt,ETH Lausanne,EPF,Lausanne,"Visiting Professor, Physical Chemistry","Department of Chemistry, Angström, Uppsala University, Sweden",Education & research
545,Philippe A.,Halban,Uni Genf,UGE,Geneva,Conseil scientifique et orateur,sanofi-aventis,Pharma & health
546,Douglas,Hanahan,ETH Lausanne,EPF,Lausanne,"Member, Scientific Advisory Board","Shenogen Pharma Group LTD, China",Pharma & health
547,Douglas,Hanahan,ETH Lausanne,EPF,Lausanne,"Member, Scientific Advisory Board - Cancer Therapeutic Area","Pfizer, Inc., New York, USA",Pharma & health
548,Olivier,Hari,Uni Neuenburg,UNE,Neuchâtel,"mandats privés (expertises, analyses)",Schellenberg Wittmer SA,"Politics, administration, justice system & security sector"
549,Andreas,Härter,Uni St. Gallen,USG,Saint Gallen,Co-Präsident,Schweizerische Gesellschaft für Theaterkultur,"Society, Social, Culture & Sports"
550,Andreas,Härter,Uni St. Gallen,USG,Saint Gallen,Mitglied des Verwaltungsrats,Konzert und Theater St. Gallen,"Society, Social, Culture & Sports"
551,Vassily,Hatzimanikatis,ETH Lausanne,EPF,Lausanne,Consulting,"AMYRIS, California, USA",Technology
552,Vassily,Hatzimanikatis,ETH Lausanne,EPF,Lausanne,Consulting,"Gevo, Colorado, USA","Energy, environment & mobility"
553,Vassily,Hatzimanikatis,ETH Lausanne,EPF,Lausanne,Consulting,"TOTAL, Paris, France","Commerce, trade & services"
554,Sophia,Haussener,ETH Lausanne,EPF,Lausanne,Associate Editor for Journal of Renewable & Sustainable Energy,"AIP Publishing Center, Melville, NY, USA",Media & communication
555,Cécile,Hébert,ETH Lausanne,EPF,Lausanne,Comité d'expert,"Centre de microscopie de l'Université de Saragosse, Espagne",Education & research
556,Cécile,Hébert,ETH Lausanne,EPF,Lausanne,"Comité HCERES, évaluation de laboratoire INAC, CEA Grenoble","HCERES, France",Education & research
557,Cécile,Hébert,ETH Lausanne,EPF,Lausanne,Comité recommandation et prospective de la plateforme de nanocarctérisation,"CEA, Grenoble",Education & research
558,Cécile,Hébert,ETH Lausanne,EPF,Lausanne,Expert projet accès transnationaux,Projet européen ESTEEM,Education & research
559,Cécile,Hébert,ETH Lausanne,EPF,Lausanne,Trésorière. Aide à l'enseignement en Tanzanie.,Foundation TALENT,Education & research
560,Christian,Heinis,ETH Lausanne,EPF,Lausanne,Co-founder and shareholder of the start-up’,"Bicycle Therapeutics, Cambridge, UK",Technology
